,0
A1,17186.0
A2,6495.0
A3,18381.0
A4,7422.0
A5,18626.0
A6,7695.0
A7,18645.0
A8,7826.0
A9,18367.0
A10,7428.0
A11,17827.0
A12,7083.0
B1,17879.0
B2,6496.0
B3,18066.0
B4,6989.0
B5,18709.0
B6,7307.0
B7,18294.0
B8,7831.0
B9,18501.0
B10,7120.0
B11,18605.0
B12,7370.0
C1,17094.0
C2,5803.0
C3,18153.0
C4,6920.0
C5,17775.0
C6,6739.0
C7,17518.0
C8,6324.0
C9,17653.0
C10,6526.0
C11,17711.0
C12,6720.0
D1,17416.0
D2,6010.0
D3,18180.0
D4,6525.0
D5,18090.0
D6,6765.0
D7,16859.0
D8,5971.0
D9,17550.0
D10,6256.0
D11,18150.0
D12,6546.0
E1,17525.0
E2,5904.0
E3,17720.0
E4,6654.0
E5,18489.0
E6,7969.0
E7,18081.0
E8,6481.0
E9,17631.0
E10,6561.0
E11,17379.0
E12,6918.0
F1,16984.0
F2,5651.0
F3,17399.0
F4,6294.0
F5,17613.0
F6,6554.0
F7,17297.0
F8,6068.0
F9,17599.0
F10,6016.0
F11,17160.0
F12,6283.0
G1,16938.0
G2,5940.0
G3,18035.0
G4,6384.0
G5,18098.0
G6,6474.0
G7,17378.0
G8,6555.0
G9,17337.0
G10,6120.0
G11,17271.0
G12,6344.0
H1,17569.0
H2,5777.0
H3,18092.0
H4,6490.0
H5,18240.0
H6,6261.0
H7,17523.0
H8,6353.0
H9,17585.0
H10,6115.0
H11,17461.0
H12,6552.0
