,0
A1,14191.0
A2,2516.0
A3,15240.0
A4,2833.0
A5,15213.0
A6,2908.0
A7,14976.0
A8,2938.0
A9,14886.0
A10,2785.0
A11,14472.0
A12,2337.0
B1,15066.0
B2,2651.0
B3,15512.0
B4,2778.0
B5,15710.0
B6,2836.0
B7,15183.0
B8,2909.0
B9,15398.0
B10,2690.0
B11,15280.0
B12,2331.0
C1,14585.0
C2,2408.0
C3,15270.0
C4,2780.0
C5,15094.0
C6,2720.0
C7,14924.0
C8,5819.0
C9,15269.0
C10,2778.0
C11,14802.0
C12,2364.0
D1,14824.0
D2,2517.0
D3,15633.0
D4,2767.0
D5,15429.0
D6,2825.0
D7,14694.0
D8,2779.0
D9,15124.0
D10,2731.0
D11,15731.0
D12,2284.0
E1,14316.0
E2,2510.0
E3,14867.0
E4,2649.0
E5,15145.0
E6,2932.0
E7,14917.0
E8,2777.0
E9,14585.0
E10,2831.0
E11,14148.0
E12,2505.0
F1,14530.0
F2,2438.0
F3,15064.0
F4,2696.0
F5,14948.0
F6,2729.0
F7,14502.0
F8,2538.0
F9,14992.0
F10,2718.0
F11,14236.0
F12,2359.0
G1,14343.0
G2,2288.0
G3,15373.0
G4,2495.0
G5,14723.0
G6,2593.0
G7,14460.0
G8,2636.0
G9,14602.0
G10,2488.0
G11,14344.0
G12,3486.0
H1,14893.0
H2,2518.0
H3,15798.0
H4,2750.0
H5,15432.0
H6,2939.0
H7,15022.0
H8,2803.0
H9,15057.0
H10,2553.0
H11,14593.0
H12,2363.0
