,0
A1,1424.0
A2,1081.0
A3,1441.0
A4,1197.0
A5,1534.0
A6,1178.0
A7,1745.0
A8,1531.0
A9,1433.0
A10,1051.0
A11,1596.0
A12,2307.0
B1,1162.0
B2,999.0
B3,1199.0
B4,1156.0
B5,1295.0
B6,988.0
B7,1296.0
B8,987.0
B9,1243.0
B10,1021.0
B11,1293.0
B12,2002.0
C1,3038.0
C2,1196.0
C3,3159.0
C4,1288.0
C5,3356.0
C6,1303.0
C7,3337.0
C8,1457.0
C9,3476.0
C10,2110.0
C11,3439.0
C12,2497.0
D1,1336.0
D2,888.0
D3,1490.0
D4,999.0
D5,1516.0
D6,1015.0
D7,1703.0
D8,946.0
D9,1475.0
D10,921.0
D11,1470.0
D12,12609.0
E1,5287.0
E2,2217.0
E3,5658.0
E4,2226.0
E5,5517.0
E6,2321.0
E7,5559.0
E8,2217.0
E9,5595.0
E10,2356.0
E11,5603.0
E12,46734.0
F1,1723.0
F2,864.0
F3,1291.0
F4,910.0
F5,1511.0
F6,947.0
F7,1342.0
F8,926.0
F9,2193.0
F10,1074.0
F11,1377.0
F12,13569.0
G1,787.0
G2,762.0
G3,858.0
G4,841.0
G5,972.0
G6,854.0
G7,884.0
G8,828.0
G9,922.0
G10,836.0
G11,927.0
G12,3825.0
H1,1060.0
H2,1074.0
H3,1187.0
H4,1368.0
H5,1180.0
H6,1062.0
H7,1233.0
H8,1101.0
H9,1059.0
H10,1807.0
H11,1069.0
H12,17846.0
