,0
A1,1746.0
A2,1246.0
A3,1726.0
A4,1370.0
A5,1860.0
A6,1332.0
A7,1975.0
A8,1679.0
A9,1734.0
A10,1201.0
A11,1883.0
A12,2371.0
B1,1387.0
B2,1176.0
B3,1532.0
B4,1358.0
B5,1613.0
B6,1223.0
B7,1594.0
B8,1157.0
B9,1550.0
B10,1182.0
B11,1578.0
B12,2214.0
C1,4700.0
C2,1467.0
C3,4882.0
C4,1537.0
C5,5019.0
C6,1630.0
C7,4989.0
C8,1789.0
C9,5282.0
C10,2445.0
C11,5255.0
C12,2595.0
D1,2004.0
D2,1135.0
D3,2224.0
D4,1229.0
D5,2339.0
D6,1221.0
D7,2455.0
D8,1164.0
D9,2204.0
D10,1109.0
D11,2167.0
D12,15224.0
E1,8935.0
E2,4081.0
E3,9506.0
E4,3946.0
E5,9234.0
E6,4017.0
E7,9249.0
E8,3823.0
E9,9717.0
E10,3922.0
E11,9910.0
E12,61215.0
F1,3360.0
F2,1270.0
F3,2059.0
F4,1327.0
F5,3725.0
F6,1375.0
F7,2224.0
F8,1294.0
F9,2205.0
F10,1407.0
F11,1992.0
F12,15708.0
G1,961.0
G2,880.0
G3,1032.0
G4,969.0
G5,1213.0
G6,974.0
G7,1041.0
G8,867.0
G9,1079.0
G10,855.0
G11,1035.0
G12,4389.0
H1,1313.0
H2,1524.0
H3,1522.0
H4,1832.0
H5,1468.0
H6,1440.0
H7,1416.0
H8,1570.0
H9,1363.0
H10,2234.0
H11,1376.0
H12,19686.0
