,0
A1,3209.0
A2,1424.0
A3,3627.0
A4,1491.0
A5,3432.0
A6,1521.0
A7,3867.0
A8,1706.0
A9,4965.0
A10,2022.0
A11,5155.0
A12,4175.0
B1,3369.0
B2,1769.0
B3,3694.0
B4,1694.0
B5,3806.0
B6,1861.0
B7,3704.0
B8,1816.0
B9,3948.0
B10,1821.0
B11,4508.0
B12,3775.0
C1,6456.0
C2,617.0
C3,6734.0
C4,607.0
C5,6380.0
C6,686.0
C7,6716.0
C8,840.0
C9,7006.0
C10,1851.0
C11,6708.0
C12,1073.0
D1,2651.0
D2,647.0
D3,2742.0
D4,993.0
D5,2822.0
D6,849.0
D7,3084.0
D8,816.0
D9,2802.0
D10,686.0
D11,2897.0
D12,11834.0
E1,47931.0
E2,26457.0
E3,48348.0
E4,26313.0
E5,48259.0
E6,27016.0
E7,50457.0
E8,25160.0
E9,49166.0
E10,26166.0
E11,50012.0
E12,64665.0
F1,3896.0
F2,701.0
F3,2970.0
F4,690.0
F5,2587.0
F6,741.0
F7,3074.0
F8,709.0
F9,2399.0
F10,749.0
F11,2680.0
F12,10474.0
G1,1739.0
G2,410.0
G3,1855.0
G4,412.0
G5,1804.0
G6,471.0
G7,1856.0
G8,481.0
G9,1933.0
G10,506.0
G11,1983.0
G12,11301.0
H1,696.0
H2,1570.0
H3,714.0
H4,1878.0
H5,780.0
H6,1524.0
H7,765.0
H8,1647.0
H9,749.0
H10,2235.0
H11,886.0
H12,18568.0
