,0
A1,1227.0
A2,1018.0
A3,1229.0
A4,1135.0
A5,1319.0
A6,1115.0
A7,1460.0
A8,1484.0
A9,1205.0
A10,1006.0
A11,1339.0
A12,2169.0
B1,921.0
B2,1010.0
B3,1029.0
B4,1110.0
B5,1119.0
B6,948.0
B7,1122.0
B8,956.0
B9,1065.0
B10,996.0
B11,1070.0
B12,1902.0
C1,1870.0
C2,1045.0
C3,2019.0
C4,1133.0
C5,2127.0
C6,1139.0
C7,2063.0
C8,1307.0
C9,2211.0
C10,2094.0
C11,2209.0
C12,2412.0
D1,1019.0
D2,851.0
D3,1149.0
D4,958.0
D5,1183.0
D6,972.0
D7,1328.0
D8,902.0
D9,1136.0
D10,876.0
D11,1117.0
D12,10061.0
E1,2974.0
E2,1591.0
E3,3225.0
E4,1496.0
E5,3162.0
E6,1623.0
E7,3221.0
E8,1515.0
E9,3172.0
E10,1497.0
E11,3196.0
E12,35667.0
F1,1170.0
F2,762.0
F3,1067.0
F4,815.0
F5,1193.0
F6,853.0
F7,1112.0
F8,848.0
F9,1058.0
F10,996.0
F11,1109.0
F12,10267.0
G1,751.0
G2,763.0
G3,830.0
G4,837.0
G5,923.0
G6,842.0
G7,835.0
G8,815.0
G9,887.0
G10,826.0
G11,874.0
G12,3163.0
H1,942.0
H2,912.0
H3,1073.0
H4,1192.0
H5,1141.0
H6,915.0
H7,1101.0
H8,928.0
H9,923.0
H10,1658.0
H11,945.0
H12,20839.0
