,0
A1,17442.0
A2,2603.0
A3,18758.0
A4,2873.0
A5,18871.0
A6,3111.0
A7,18279.0
A8,2958.0
A9,18174.0
A10,2816.0
A11,17413.0
A12,2690.0
B1,17892.0
B2,2574.0
B3,18738.0
B4,2758.0
B5,19287.0
B6,2784.0
B7,18349.0
B8,2904.0
B9,18541.0
B10,2704.0
B11,18326.0
B12,2665.0
C1,17369.0
C2,2458.0
C3,18707.0
C4,2809.0
C5,18567.0
C6,2738.0
C7,18117.0
C8,2891.0
C9,18303.0
C10,2822.0
C11,17741.0
C12,2668.0
D1,17954.0
D2,2562.0
D3,19034.0
D4,2838.0
D5,18884.0
D6,2808.0
D7,17913.0
D8,2745.0
D9,18428.0
D10,2739.0
D11,18941.0
D12,2631.0
E1,17556.0
E2,2597.0
E3,18204.0
E4,2734.0
E5,19056.0
E6,3000.0
E7,18867.0
E8,2746.0
E9,18647.0
E10,2859.0
E11,17546.0
E12,2698.0
F1,17702.0
F2,2451.0
F3,18468.0
F4,2707.0
F5,18745.0
F6,2780.0
F7,18390.0
F8,2601.0
F9,18550.0
F10,2686.0
F11,17771.0
F12,2555.0
G1,17424.0
G2,2439.0
G3,18644.0
G4,2600.0
G5,18501.0
G6,2684.0
G7,17947.0
G8,2673.0
G9,17724.0
G10,2517.0
G11,17643.0
G12,2532.0
H1,18489.0
H2,2615.0
H3,19557.0
H4,2812.0
H5,19787.0
H6,2978.0
H7,18891.0
H8,2845.0
H9,18597.0
H10,2576.0
H11,18118.0
H12,2611.0
