,0
A1,6128.0
A2,2013.0
A3,6526.0
A4,2299.0
A5,6615.0
A6,2335.0
A7,6541.0
A8,2426.0
A9,6600.0
A10,2374.0
A11,6229.0
A12,1515.0
B1,6867.0
B2,2200.0
B3,7022.0
B4,2345.0
B5,7304.0
B6,2360.0
B7,7345.0
B8,2396.0
B9,7314.0
B10,2247.0
B11,7052.0
B12,1569.0
C1,6425.0
C2,1993.0
C3,7036.0
C4,2347.0
C5,7100.0
C6,2266.0
C7,6943.0
C8,3158.0
C9,7088.0
C10,2430.0
C11,6757.0
C12,1740.0
D1,8478.0
D2,2067.0
D3,9065.0
D4,2317.0
D5,8715.0
D6,2440.0
D7,8510.0
D8,2361.0
D9,8832.0
D10,2296.0
D11,8916.0
D12,1822.0
E1,5433.0
E2,2203.0
E3,5743.0
E4,2329.0
E5,5940.0
E6,2609.0
E7,6063.0
E8,2436.0
E9,5862.0
E10,2507.0
E11,5686.0
E12,2049.0
F1,10350.0
F2,2180.0
F3,10541.0
F4,2407.0
F5,10636.0
F6,2450.0
F7,10505.0
F8,2294.0
F9,10774.0
F10,2468.0
F11,10386.0
F12,1919.0
G1,9896.0
G2,2232.0
G3,10272.0
G4,2502.0
G5,10028.0
G6,2303.0
G7,10501.0
G8,2840.0
G9,10596.0
G10,3146.0
G11,10466.0
G12,18022.0
H1,4963.0
H2,2057.0
H3,5064.0
H4,2226.0
H5,5119.0
H6,2586.0
H7,5114.0
H8,2314.0
H9,4854.0
H10,2144.0
H11,4727.0
H12,1689.0
