,0
A1,10789.0
A2,6244.0
A3,11575.0
A4,7366.0
A5,11780.0
A6,7484.0
A7,12019.0
A8,7671.0
A9,11664.0
A10,7204.0
A11,11185.0
A12,5622.0
B1,12310.0
B2,6451.0
B3,12405.0
B4,6822.0
B5,12549.0
B6,7002.0
B7,12767.0
B8,7505.0
B9,12831.0
B10,6839.0
B11,12840.0
B12,5769.0
C1,10625.0
C2,5731.0
C3,11343.0
C4,6749.0
C5,11088.0
C6,6499.0
C7,10901.0
C8,6491.0
C9,11084.0
C10,6429.0
C11,11070.0
C12,5704.0
D1,12793.0
D2,5900.0
D3,13387.0
D4,6332.0
D5,13081.0
D6,6480.0
D7,11985.0
D8,5749.0
D9,12646.0
D10,6045.0
D11,13007.0
D12,5774.0
E1,9131.0
E2,5633.0
E3,9696.0
E4,6391.0
E5,10284.0
E6,7477.0
E7,10071.0
E8,6260.0
E9,9336.0
E10,6278.0
E11,9441.0
E12,5867.0
F1,13065.0
F2,5503.0
F3,13516.0
F4,6190.0
F5,13463.0
F6,6223.0
F7,13344.0
F8,5887.0
F9,13539.0
F10,5969.0
F11,13412.0
F12,5474.0
G1,13639.0
G2,5694.0
G3,14367.0
G4,6184.0
G5,14299.0
G6,6225.0
G7,14360.0
G8,6281.0
G9,14374.0
G10,5977.0
G11,14350.0
G12,13761.0
H1,9966.0
H2,5658.0
H3,10043.0
H4,6624.0
H5,10122.0
H6,6045.0
H7,9566.0
H8,6148.0
H9,9423.0
H10,5988.0
H11,9336.0
H12,5700.0
