,0
A1,9461.0
A2,5874.0
A3,10257.0
A4,7020.0
A5,10550.0
A6,7228.0
A7,10762.0
A8,7236.0
A9,10374.0
A10,6749.0
A11,9853.0
A12,5457.0
B1,10051.0
B2,6030.0
B3,10341.0
B4,6423.0
B5,10599.0
B6,6628.0
B7,10813.0
B8,7133.0
B9,10772.0
B10,6414.0
B11,10627.0
B12,5684.0
C1,9430.0
C2,5449.0
C3,10078.0
C4,6532.0
C5,9928.0
C6,6239.0
C7,9734.0
C8,6135.0
C9,9721.0
C10,6102.0
C11,9852.0
C12,5611.0
D1,11155.0
D2,5626.0
D3,11786.0
D4,6133.0
D5,11572.0
D6,6284.0
D7,10498.0
D8,5499.0
D9,11174.0
D10,5797.0
D11,11368.0
D12,5771.0
E1,8261.0
E2,5372.0
E3,8778.0
E4,6147.0
E5,9431.0
E6,7404.0
E7,9503.0
E8,5997.0
E9,8625.0
E10,5963.0
E11,8629.0
E12,5802.0
F1,12708.0
F2,5348.0
F3,12801.0
F4,6065.0
F5,12950.0
F6,6235.0
F7,12678.0
F8,5732.0
F9,12902.0
F10,5836.0
F11,12654.0
F12,5541.0
G1,12559.0
G2,5575.0
G3,13360.0
G4,6080.0
G5,13143.0
G6,6021.0
G7,13352.0
G8,6322.0
G9,13483.0
G10,6202.0
G11,13274.0
G12,14842.0
H1,7987.0
H2,5456.0
H3,8094.0
H4,6193.0
H5,8301.0
H6,5989.0
H7,8047.0
H8,6036.0
H9,7937.0
H10,5843.0
H11,7693.0
H12,5759.0
