,0
A1,1029.0
A2,1007.0
A3,1033.0
A4,1120.0
A5,1144.0
A6,1064.0
A7,1113.0
A8,1487.0
A9,1039.0
A10,984.0
A11,1226.0
A12,1963.0
B1,859.0
B2,974.0
B3,990.0
B4,1144.0
B5,1077.0
B6,994.0
B7,1187.0
B8,1169.0
B9,1222.0
B10,1141.0
B11,1081.0
B12,1607.0
C1,799.0
C2,826.0
C3,940.0
C4,926.0
C5,1005.0
C6,910.0
C7,913.0
C8,1130.0
C9,985.0
C10,1364.0
C11,1017.0
C12,1861.0
D1,825.0
D2,827.0
D3,932.0
D4,953.0
D5,922.0
D6,942.0
D7,1125.0
D8,923.0
D9,893.0
D10,895.0
D11,886.0
D12,1549.0
E1,856.0
E2,846.0
E3,1139.0
E4,937.0
E5,1061.0
E6,1173.0
E7,1185.0
E8,1068.0
E9,971.0
E10,919.0
E11,1035.0
E12,10026.0
F1,743.0
F2,723.0
F3,791.0
F4,807.0
F5,900.0
F6,887.0
F7,843.0
F8,872.0
F9,889.0
F10,1115.0
F11,899.0
F12,1717.0
G1,734.0
G2,747.0
G3,802.0
G4,856.0
G5,895.0
G6,873.0
G7,853.0
G8,847.0
G9,876.0
G10,804.0
G11,816.0
G12,1075.0
H1,876.0
H2,802.0
H3,1062.0
H4,1141.0
H5,1133.0
H6,866.0
H7,934.0
H8,921.0
H9,885.0
H10,1241.0
H11,911.0
H12,3626.0
