,0
A1,196.0
A2,103.0
A3,192.0
A4,107.0
A5,203.0
A6,114.0
A7,245.0
A8,147.0
A9,204.0
A10,102.0
A11,222.0
A12,2173.0
B1,182.0
B2,209.0
B3,182.0
B4,109.0
B5,195.0
B6,105.0
B7,236.0
B8,101.0
B9,189.0
B10,124.0
B11,213.0
B12,2249.0
C1,232.0
C2,106.0
C3,242.0
C4,143.0
C5,260.0
C6,117.0
C7,252.0
C8,231.0
C9,258.0
C10,148.0
C11,255.0
C12,699.0
D1,240.0
D2,112.0
D3,221.0
D4,107.0
D5,211.0
D6,109.0
D7,207.0
D8,98.0
D9,201.0
D10,103.0
D11,201.0
D12,1702.0
E1,1107.0
E2,410.0
E3,1643.0
E4,372.0
E5,1645.0
E6,348.0
E7,1392.0
E8,439.0
E9,1449.0
E10,325.0
E11,1495.0
E12,57886.0
F1,195.0
F2,105.0
F3,221.0
F4,100.0
F5,197.0
F6,109.0
F7,227.0
F8,108.0
F9,220.0
F10,165.0
F11,261.0
F12,2109.0
G1,198.0
G2,108.0
G3,201.0
G4,100.0
G5,197.0
G6,108.0
G7,193.0
G8,102.0
G9,203.0
G10,104.0
G11,210.0
G12,7945.0
H1,213.0
H2,103.0
H3,190.0
H4,140.0
H5,258.0
H6,111.0
H7,191.0
H8,108.0
H9,198.0
H10,691.0
H11,234.0
H12,4847.0
