,0
A1,166.0
A2,175.0
A3,197.0
A4,185.0
A5,189.0
A6,185.0
A7,410.0
A8,227.0
A9,171.0
A10,169.0
A11,179.0
A12,572.0
B1,154.0
B2,147.0
B3,146.0
B4,168.0
B5,166.0
B6,145.0
B7,197.0
B8,149.0
B9,162.0
B10,135.0
B11,211.0
B12,165.0
C1,152.0
C2,133.0
C3,255.0
C4,165.0
C5,164.0
C6,169.0
C7,153.0
C8,180.0
C9,173.0
C10,200.0
C11,160.0
C12,154.0
D1,153.0
D2,137.0
D3,158.0
D4,160.0
D5,160.0
D6,155.0
D7,181.0
D8,150.0
D9,159.0
D10,139.0
D11,142.0
D12,153.0
E1,147.0
E2,136.0
E3,148.0
E4,146.0
E5,150.0
E6,161.0
E7,160.0
E8,263.0
E9,166.0
E10,161.0
E11,152.0
E12,153.0
F1,154.0
F2,130.0
F3,141.0
F4,140.0
F5,150.0
F6,144.0
F7,148.0
F8,148.0
F9,157.0
F10,167.0
F11,148.0
F12,150.0
G1,150.0
G2,132.0
G3,141.0
G4,148.0
G5,148.0
G6,153.0
G7,152.0
G8,145.0
G9,163.0
G10,132.0
G11,138.0
G12,150.0
H1,160.0
H2,159.0
H3,189.0
H4,169.0
H5,186.0
H6,175.0
H7,179.0
H8,178.0
H9,164.0
H10,158.0
H11,166.0
H12,153.0
