,0
A1,14600.0
A2,2540.0
A3,15620.0
A4,2817.0
A5,15539.0
A6,2850.0
A7,15194.0
A8,2917.0
A9,15341.0
A10,2789.0
A11,14524.0
A12,2419.0
B1,15280.0
B2,2591.0
B3,15551.0
B4,2740.0
B5,16034.0
B6,2787.0
B7,15387.0
B8,2883.0
B9,15651.0
B10,2655.0
B11,15387.0
B12,2405.0
C1,14680.0
C2,2392.0
C3,15504.0
C4,2767.0
C5,15218.0
C6,2714.0
C7,15193.0
C8,3151.0
C9,15456.0
C10,2746.0
C11,14780.0
C12,2406.0
D1,15199.0
D2,2519.0
D3,16097.0
D4,2755.0
D5,15469.0
D6,2866.0
D7,14945.0
D8,2761.0
D9,15615.0
D10,2699.0
D11,15732.0
D12,2299.0
E1,14814.0
E2,2486.0
E3,15145.0
E4,2661.0
E5,15596.0
E6,2961.0
E7,15420.0
E8,2725.0
E9,15082.0
E10,2754.0
E11,14391.0
E12,2508.0
F1,14778.0
F2,2380.0
F3,15145.0
F4,2643.0
F5,15299.0
F6,2724.0
F7,14846.0
F8,2551.0
F9,15284.0
F10,2700.0
F11,14607.0
F12,2383.0
G1,14653.0
G2,2314.0
G3,15519.0
G4,2504.0
G5,15184.0
G6,2574.0
G7,14723.0
G8,2590.0
G9,14735.0
G10,2435.0
G11,14608.0
G12,2397.0
H1,15412.0
H2,2507.0
H3,16404.0
H4,2710.0
H5,15865.0
H6,2930.0
H7,15336.0
H8,2772.0
H9,15220.0
H10,2526.0
H11,14780.0
H12,2339.0
