,0
A1,401.0
A2,114.0
A3,368.0
A4,124.0
A5,410.0
A6,126.0
A7,576.0
A8,152.0
A9,405.0
A10,124.0
A11,426.0
A12,2776.0
B1,310.0
B2,196.0
B3,362.0
B4,143.0
B5,403.0
B6,173.0
B7,463.0
B8,155.0
B9,382.0
B10,154.0
B11,310.0
B12,3196.0
C1,748.0
C2,172.0
C3,925.0
C4,171.0
C5,960.0
C6,204.0
C7,1017.0
C8,351.0
C9,1102.0
C10,4207.0
C11,1030.0
C12,1075.0
D1,286.0
D2,118.0
D3,333.0
D4,118.0
D5,348.0
D6,133.0
D7,354.0
D8,128.0
D9,341.0
D10,114.0
D11,351.0
D12,4857.0
E1,5673.0
E2,1353.0
E3,6262.0
E4,1184.0
E5,6284.0
E6,1153.0
E7,6538.0
E8,1243.0
E9,6281.0
E10,1227.0
E11,6501.0
E12,68448.0
F1,290.0
F2,113.0
F3,303.0
F4,110.0
F5,793.0
F6,109.0
F7,288.0
F8,103.0
F9,275.0
F10,148.0
F11,385.0
F12,4987.0
G1,248.0
G2,120.0
G3,294.0
G4,112.0
G5,293.0
G6,123.0
G7,302.0
G8,109.0
G9,310.0
G10,129.0
G11,361.0
G12,7096.0
H1,254.0
H2,126.0
H3,219.0
H4,180.0
H5,266.0
H6,137.0
H7,342.0
H8,129.0
H9,252.0
H10,774.0
H11,230.0
H12,11713.0
