,0
A1,248.0
A2,175.0
A3,204.0
A4,180.0
A5,208.0
A6,188.0
A7,337.0
A8,243.0
A9,197.0
A10,173.0
A11,250.0
A12,1056.0
B1,165.0
B2,194.0
B3,168.0
B4,168.0
B5,174.0
B6,149.0
B7,208.0
B8,154.0
B9,175.0
B10,163.0
B11,195.0
B12,819.0
C1,288.0
C2,180.0
C3,299.0
C4,235.0
C5,323.0
C6,201.0
C7,312.0
C8,285.0
C9,333.0
C10,241.0
C11,327.0
C12,1217.0
D1,203.0
D2,150.0
D3,201.0
D4,162.0
D5,204.0
D6,167.0
D7,241.0
D8,156.0
D9,198.0
D10,151.0
D11,196.0
D12,3490.0
E1,405.0
E2,283.0
E3,536.0
E4,251.0
E5,462.0
E6,259.0
E7,470.0
E8,345.0
E9,484.0
E10,248.0
E11,473.0
E12,22835.0
F1,195.0
F2,137.0
F3,180.0
F4,143.0
F5,198.0
F6,154.0
F7,192.0
F8,152.0
F9,205.0
F10,386.0
F11,275.0
F12,3586.0
G1,158.0
G2,142.0
G3,149.0
G4,141.0
G5,159.0
G6,153.0
G7,156.0
G8,152.0
G9,168.0
G10,134.0
G11,199.0
G12,1833.0
H1,224.0
H2,169.0
H3,210.0
H4,214.0
H5,442.0
H6,187.0
H7,305.0
H8,176.0
H9,192.0
H10,764.0
H11,228.0
H12,8119.0
