,0
A1,1178.0
A2,1043.0
A3,1106.0
A4,1152.0
A5,1224.0
A6,1080.0
A7,1367.0
A8,1494.0
A9,1118.0
A10,1015.0
A11,1258.0
A12,2209.0
B1,871.0
B2,960.0
B3,962.0
B4,1109.0
B5,1066.0
B6,955.0
B7,1062.0
B8,979.0
B9,1066.0
B10,1020.0
B11,1029.0
B12,2033.0
C1,1251.0
C2,975.0
C3,1410.0
C4,1019.0
C5,1509.0
C6,1021.0
C7,1375.0
C8,1189.0
C9,1490.0
C10,2284.0
C11,1558.0
C12,2345.0
D1,882.0
D2,846.0
D3,1015.0
D4,939.0
D5,1028.0
D6,951.0
D7,1187.0
D8,892.0
D9,999.0
D10,858.0
D11,982.0
D12,6772.0
E1,1717.0
E2,1117.0
E3,1974.0
E4,1142.0
E5,1941.0
E6,1273.0
E7,1958.0
E8,1210.0
E9,1919.0
E10,1116.0
E11,1966.0
E12,30169.0
F1,866.0
F2,755.0
F3,891.0
F4,806.0
F5,1183.0
F6,847.0
F7,903.0
F8,848.0
F9,901.0
F10,988.0
F11,974.0
F12,8138.0
G1,741.0
G2,766.0
G3,809.0
G4,848.0
G5,914.0
G6,845.0
G7,824.0
G8,822.0
G9,871.0
G10,822.0
G11,859.0
G12,2760.0
H1,907.0
H2,851.0
H3,1025.0
H4,1143.0
H5,1011.0
H6,867.0
H7,1043.0
H8,885.0
H9,915.0
H10,1629.0
H11,897.0
H12,11727.0
