,0
A1,179.0
A2,99.0
A3,183.0
A4,107.0
A5,189.0
A6,109.0
A7,233.0
A8,141.0
A9,192.0
A10,111.0
A11,219.0
A12,2093.0
B1,209.0
B2,187.0
B3,242.0
B4,145.0
B5,247.0
B6,149.0
B7,328.0
B8,124.0
B9,228.0
B10,148.0
B11,231.0
B12,2202.0
C1,218.0
C2,116.0
C3,206.0
C4,118.0
C5,252.0
C6,139.0
C7,261.0
C8,276.0
C9,240.0
C10,179.0
C11,231.0
C12,644.0
D1,202.0
D2,102.0
D3,220.0
D4,117.0
D5,224.0
D6,132.0
D7,232.0
D8,105.0
D9,196.0
D10,111.0
D11,204.0
D12,529.0
E1,529.0
E2,185.0
E3,716.0
E4,177.0
E5,658.0
E6,172.0
E7,649.0
E8,321.0
E9,728.0
E10,213.0
E11,738.0
E12,31307.0
F1,196.0
F2,95.0
F3,190.0
F4,103.0
F5,214.0
F6,112.0
F7,192.0
F8,103.0
F9,199.0
F10,204.0
F11,227.0
F12,1088.0
G1,186.0
G2,93.0
G3,187.0
G4,100.0
G5,193.0
G6,114.0
G7,200.0
G8,102.0
G9,194.0
G10,98.0
G11,180.0
G12,1080.0
H1,204.0
H2,104.0
H3,197.0
H4,110.0
H5,248.0
H6,113.0
H7,192.0
H8,109.0
H9,211.0
H10,317.0
H11,247.0
H12,2685.0
