,0
A1,2399.0
A2,1807.0
A3,2398.0
A4,1926.0
A5,2491.0
A6,1889.0
A7,2545.0
A8,2207.0
A9,2367.0
A10,1800.0
A11,2492.0
A12,2696.0
B1,2526.0
B2,1764.0
B3,2711.0
B4,1801.0
B5,2836.0
B6,1688.0
B7,2656.0
B8,1697.0
B9,2635.0
B10,1715.0
B11,2667.0
B12,2609.0
C1,7010.0
C2,2462.0
C3,7379.0
C4,2496.0
C5,7431.0
C6,2651.0
C7,7399.0
C8,3156.0
C9,7541.0
C10,3701.0
C11,7573.0
C12,2821.0
D1,4806.0
D2,5023.0
D3,5038.0
D4,5952.0
D5,5061.0
D6,4869.0
D7,5322.0
D8,5416.0
D9,5034.0
D10,4534.0
D11,5153.0
D12,19859.0
E1,47966.0
E2,34902.0
E3,46999.0
E4,32662.0
E5,50003.0
E6,32859.0
E7,44587.0
E8,31987.0
E9,53683.0
E10,32266.0
E11,49727.0
E12,64634.0
F1,12194.0
F2,7696.0
F3,15222.0
F4,7831.0
F5,12568.0
F6,8037.0
F7,13494.0
F8,7236.0
F9,12114.0
F10,7500.0
F11,14476.0
F12,17986.0
G1,4008.0
G2,5533.0
G3,3404.0
G4,5036.0
G5,5085.0
G6,2857.0
G7,3897.0
G8,5045.0
G9,4217.0
G10,4902.0
G11,4117.0
G12,5727.0
H1,3125.0
H2,4943.0
H3,3438.0
H4,5049.0
H5,3297.0
H6,4221.0
H7,3311.0
H8,4714.0
H9,3294.0
H10,5593.0
H11,3322.0
H12,25836.0
