,0
A1,472.0
A2,226.0
A3,476.0
A4,243.0
A5,471.0
A6,258.0
A7,638.0
A8,282.0
A9,460.0
A10,226.0
A11,508.0
A12,1257.0
B1,368.0
B2,298.0
B3,362.0
B4,202.0
B5,364.0
B6,194.0
B7,386.0
B8,186.0
B9,347.0
B10,194.0
B11,415.0
B12,1173.0
C1,1732.0
C2,407.0
C3,1750.0
C4,426.0
C5,1860.0
C6,456.0
C7,1936.0
C8,534.0
C9,1977.0
C10,1202.0
C11,1866.0
C12,1477.0
D1,546.0
D2,196.0
D3,585.0
D4,219.0
D5,629.0
D6,222.0
D7,647.0
D8,211.0
D9,601.0
D10,201.0
D11,590.0
D12,12867.0
E1,3270.0
E2,1625.0
E3,3447.0
E4,1578.0
E5,3413.0
E6,1630.0
E7,3506.0
E8,1586.0
E9,3393.0
E10,1799.0
E11,3409.0
E12,39244.0
F1,846.0
F2,268.0
F3,485.0
F4,261.0
F5,525.0
F6,270.0
F7,599.0
F8,254.0
F9,1377.0
F10,298.0
F11,554.0
F12,9306.0
G1,208.0
G2,138.0
G3,197.0
G4,145.0
G5,223.0
G6,153.0
G7,213.0
G8,144.0
G9,218.0
G10,180.0
G11,269.0
G12,3542.0
H1,343.0
H2,394.0
H3,356.0
H4,432.0
H5,404.0
H6,374.0
H7,449.0
H8,383.0
H9,338.0
H10,897.0
H11,352.0
H12,19509.0
