,0
A1,1386.0
A2,281.0
A3,1483.0
A4,284.0
A5,1555.0
A6,309.0
A7,1816.0
A8,328.0
A9,1881.0
A10,337.0
A11,2055.0
A12,3498.0
B1,1078.0
B2,376.0
B3,1228.0
B4,299.0
B5,1233.0
B6,350.0
B7,1268.0
B8,259.0
B9,1152.0
B10,263.0
B11,1189.0
B12,3119.0
C1,3130.0
C2,285.0
C3,3427.0
C4,287.0
C5,3531.0
C6,313.0
C7,3399.0
C8,383.0
C9,3370.0
C10,1575.0
C11,3309.0
C12,1057.0
D1,803.0
D2,137.0
D3,897.0
D4,141.0
D5,875.0
D6,150.0
D7,934.0
D8,158.0
D9,868.0
D10,131.0
D11,844.0
D12,8457.0
E1,24392.0
E2,5377.0
E3,25501.0
E4,5172.0
E5,24548.0
E6,5131.0
E7,24634.0
E8,4696.0
E9,24095.0
E10,5145.0
E11,23922.0
E12,65194.0
F1,977.0
F2,238.0
F3,648.0
F4,227.0
F5,642.0
F6,229.0
F7,725.0
F8,206.0
F9,1797.0
F10,248.0
F11,751.0
F12,8776.0
G1,649.0
G2,155.0
G3,719.0
G4,161.0
G5,705.0
G6,165.0
G7,730.0
G8,151.0
G9,742.0
G10,180.0
G11,789.0
G12,8821.0
H1,293.0
H2,258.0
H3,278.0
H4,272.0
H5,297.0
H6,236.0
H7,400.0
H8,251.0
H9,280.0
H10,759.0
H11,286.0
H12,15506.0
