,0
A1,187.0
A2,173.0
A3,199.0
A4,182.0
A5,192.0
A6,181.0
A7,240.0
A8,240.0
A9,192.0
A10,177.0
A11,237.0
A12,949.0
B1,162.0
B2,191.0
B3,162.0
B4,168.0
B5,172.0
B6,156.0
B7,206.0
B8,151.0
B9,170.0
B10,162.0
B11,211.0
B12,671.0
C1,180.0
C2,157.0
C3,173.0
C4,158.0
C5,192.0
C6,175.0
C7,179.0
C8,261.0
C9,203.0
C10,218.0
C11,194.0
C12,950.0
D1,175.0
D2,148.0
D3,187.0
D4,164.0
D5,178.0
D6,174.0
D7,222.0
D8,164.0
D9,182.0
D10,165.0
D11,166.0
D12,826.0
E1,193.0
E2,164.0
E3,314.0
E4,166.0
E5,209.0
E6,172.0
E7,217.0
E8,273.0
E9,221.0
E10,176.0
E11,254.0
E12,8216.0
F1,168.0
F2,134.0
F3,155.0
F4,141.0
F5,169.0
F6,154.0
F7,162.0
F8,147.0
F9,174.0
F10,262.0
F11,191.0
F12,887.0
G1,163.0
G2,133.0
G3,150.0
G4,143.0
G5,160.0
G6,151.0
G7,156.0
G8,145.0
G9,167.0
G10,137.0
G11,147.0
G12,382.0
H1,196.0
H2,163.0
H3,194.0
H4,174.0
H5,345.0
H6,180.0
H7,186.0
H8,165.0
H9,188.0
H10,632.0
H11,213.0
H12,2997.0
