,0
A1,685.0
A2,358.0
A3,687.0
A4,369.0
A5,700.0
A6,403.0
A7,851.0
A8,414.0
A9,683.0
A10,372.0
A11,722.0
A12,1305.0
B1,525.0
B2,453.0
B3,606.0
B4,402.0
B5,609.0
B6,367.0
B7,620.0
B8,337.0
B9,590.0
B10,340.0
B11,623.0
B12,1334.0
C1,2860.0
C2,606.0
C3,3056.0
C4,626.0
C5,3061.0
C6,675.0
C7,3183.0
C8,788.0
C9,3340.0
C10,1412.0
C11,3109.0
C12,1575.0
D1,989.0
D2,398.0
D3,1059.0
D4,437.0
D5,1136.0
D6,449.0
D7,1155.0
D8,403.0
D9,1112.0
D10,374.0
D11,1096.0
D12,15330.0
E1,5817.0
E2,2918.0
E3,6079.0
E4,2846.0
E5,6092.0
E6,2911.0
E7,6156.0
E8,2805.0
E9,6228.0
E10,2914.0
E11,6325.0
E12,48078.0
F1,1845.0
F2,586.0
F3,892.0
F4,601.0
F5,2109.0
F6,612.0
F7,1105.0
F8,592.0
F9,1055.0
F10,599.0
F11,959.0
F12,10133.0
G1,255.0
G2,150.0
G3,253.0
G4,149.0
G5,280.0
G6,172.0
G7,270.0
G8,152.0
G9,277.0
G10,175.0
G11,343.0
G12,4323.0
H1,521.0
H2,756.0
H3,565.0
H4,822.0
H5,580.0
H6,699.0
H7,550.0
H8,823.0
H9,546.0
H10,1321.0
H11,544.0
H12,20766.0
