,0
A1,2462.0
A2,696.0
A3,2674.0
A4,748.0
A5,2760.0
A6,826.0
A7,2993.0
A8,832.0
A9,2893.0
A10,813.0
A11,3207.0
A12,3839.0
B1,2048.0
B2,980.0
B3,2312.0
B4,1131.0
B5,2427.0
B6,983.0
B7,2460.0
B8,1061.0
B9,2883.0
B10,1045.0
B11,3010.0
B12,4096.0
C1,5281.0
C2,400.0
C3,5496.0
C4,411.0
C5,5456.0
C6,461.0
C7,6139.0
C8,616.0
C9,6423.0
C10,1908.0
C11,5712.0
C12,1125.0
D1,1430.0
D2,265.0
D3,1594.0
D4,263.0
D5,1648.0
D6,305.0
D7,1701.0
D8,307.0
D9,1846.0
D10,285.0
D11,1857.0
D12,10749.0
E1,33159.0
E2,9540.0
E3,33537.0
E4,9002.0
E5,33229.0
E6,9362.0
E7,33849.0
E8,8867.0
E9,33816.0
E10,8806.0
E11,33243.0
E12,65266.0
F1,2403.0
F2,616.0
F3,1222.0
F4,604.0
F5,2898.0
F6,601.0
F7,1370.0
F8,572.0
F9,1328.0
F10,566.0
F11,1223.0
F12,9467.0
G1,1169.0
G2,241.0
G3,1349.0
G4,238.0
G5,1288.0
G6,280.0
G7,1288.0
G8,226.0
G9,1317.0
G10,249.0
G11,1343.0
G12,10500.0
H1,432.0
H2,571.0
H3,422.0
H4,594.0
H5,438.0
H6,471.0
H7,410.0
H8,583.0
H9,444.0
H10,1134.0
H11,419.0
H12,17705.0
