,0
A1,693.0
A2,143.0
A3,778.0
A4,154.0
A5,796.0
A6,163.0
A7,1035.0
A8,182.0
A9,819.0
A10,149.0
A11,868.0
A12,2660.0
B1,511.0
B2,225.0
B3,600.0
B4,156.0
B5,607.0
B6,150.0
B7,616.0
B8,126.0
B9,540.0
B10,158.0
B11,538.0
B12,2856.0
C1,1470.0
C2,198.0
C3,1667.0
C4,221.0
C5,1804.0
C6,236.0
C7,1712.0
C8,322.0
C9,1731.0
C10,2178.0
C11,1826.0
C12,1037.0
D1,453.0
D2,117.0
D3,488.0
D4,128.0
D5,498.0
D6,125.0
D7,536.0
D8,129.0
D9,514.0
D10,129.0
D11,516.0
D12,6871.0
E1,14050.0
E2,3259.0
E3,16651.0
E4,2844.0
E5,15235.0
E6,2626.0
E7,14804.0
E8,2291.0
E9,14496.0
E10,2570.0
E11,13868.0
E12,72163.0
F1,871.0
F2,130.0
F3,502.0
F4,131.0
F5,616.0
F6,127.0
F7,430.0
F8,124.0
F9,475.0
F10,171.0
F11,536.0
F12,6455.0
G1,418.0
G2,136.0
G3,446.0
G4,128.0
G5,432.0
G6,141.0
G7,453.0
G8,130.0
G9,473.0
G10,168.0
G11,493.0
G12,7739.0
H1,256.0
H2,147.0
H3,231.0
H4,162.0
H5,303.0
H6,156.0
H7,350.0
H8,149.0
H9,232.0
H10,691.0
H11,241.0
H12,15209.0
