,0
A1,881.0
A2,588.0
A3,938.0
A4,638.0
A5,916.0
A6,655.0
A7,1060.0
A8,669.0
A9,912.0
A10,629.0
A11,972.0
A12,1456.0
B1,862.0
B2,717.0
B3,964.0
B4,618.0
B5,1004.0
B6,611.0
B7,1000.0
B8,629.0
B9,1005.0
B10,640.0
B11,1156.0
B12,1595.0
C1,3861.0
C2,1032.0
C3,4300.0
C4,1113.0
C5,4376.0
C6,1120.0
C7,4288.0
C8,1311.0
C9,4550.0
C10,2077.0
C11,4189.0
C12,1690.0
D1,1843.0
D2,1072.0
D3,1912.0
D4,1649.0
D5,2058.0
D6,1414.0
D7,2327.0
D8,1410.0
D9,1996.0
D10,1187.0
D11,2059.0
D12,18386.0
E1,12008.0
E2,9112.0
E3,12144.0
E4,9036.0
E5,12238.0
E6,9375.0
E7,12681.0
E8,8753.0
E9,12981.0
E10,9036.0
E11,13206.0
E12,57694.0
F1,3601.0
F2,619.0
F3,2796.0
F4,617.0
F5,2316.0
F6,644.0
F7,2932.0
F8,641.0
F9,2261.0
F10,710.0
F11,2595.0
F12,11276.0
G1,329.0
G2,169.0
G3,335.0
G4,170.0
G5,355.0
G6,205.0
G7,345.0
G8,190.0
G9,374.0
G10,209.0
G11,413.0
G12,4958.0
H1,929.0
H2,1638.0
H3,1023.0
H4,1772.0
H5,1016.0
H6,1551.0
H7,1015.0
H8,1605.0
H9,988.0
H10,2056.0
H11,1169.0
H12,17929.0
