,0
A1,15562.0
A2,6445.0
A3,16377.0
A4,7459.0
A5,16311.0
A6,7658.0
A7,16500.0
A8,7734.0
A9,16309.0
A10,7341.0
A11,15808.0
A12,6275.0
B1,15718.0
B2,6583.0
B3,15983.0
B4,6983.0
B5,16305.0
B6,7112.0
B7,16044.0
B8,7636.0
B9,16293.0
B10,6993.0
B11,16258.0
B12,6463.0
C1,15006.0
C2,5782.0
C3,15635.0
C4,6789.0
C5,15359.0
C6,6572.0
C7,14928.0
C8,6701.0
C9,15278.0
C10,6414.0
C11,15276.0
C12,6099.0
D1,15352.0
D2,5996.0
D3,15931.0
D4,6365.0
D5,15678.0
D6,6522.0
D7,14550.0
D8,5743.0
D9,15329.0
D10,6154.0
D11,15644.0
D12,5897.0
E1,14860.0
E2,5833.0
E3,15156.0
E4,6534.0
E5,15444.0
E6,7645.0
E7,15219.0
E8,6337.0
E9,14827.0
E10,6448.0
E11,14652.0
E12,6080.0
F1,14882.0
F2,5602.0
F3,15259.0
F4,6285.0
F5,15092.0
F6,6345.0
F7,14902.0
F8,5931.0
F9,15325.0
F10,5992.0
F11,14943.0
F12,5650.0
G1,14885.0
G2,5842.0
G3,15601.0
G4,6262.0
G5,15489.0
G6,6390.0
G7,15193.0
G8,6361.0
G9,15166.0
G10,6061.0
G11,15111.0
G12,8289.0
H1,15282.0
H2,5672.0
H3,15539.0
H4,6405.0
H5,15345.0
H6,6155.0
H7,14949.0
H8,6266.0
H9,15008.0
H10,6010.0
H11,14873.0
H12,5972.0
