,0
A1,3885.0
A2,2164.0
A3,4192.0
A4,2277.0
A5,4187.0
A6,2306.0
A7,4303.0
A8,2426.0
A9,4260.0
A10,2418.0
A11,4095.0
A12,3810.0
B1,5330.0
B2,2553.0
B3,5745.0
B4,2392.0
B5,5779.0
B6,2561.0
B7,5416.0
B8,2616.0
B9,5466.0
B10,2393.0
B11,5436.0
B12,3421.0
C1,7168.0
C2,898.0
C3,7413.0
C4,895.0
C5,7268.0
C6,979.0
C7,7640.0
C8,917.0
C9,7844.0
C10,2551.0
C11,7840.0
C12,1220.0
D1,5250.0
D2,2849.0
D3,5206.0
D4,3837.0
D5,5322.0
D6,3188.0
D7,5429.0
D8,2882.0
D9,5149.0
D10,2610.0
D11,4865.0
D12,13359.0
E1,75222.0
E2,87020.0
E3,87107.0
E4,76908.0
E5,81934.0
E6,70986.0
E7,73612.0
E8,61507.0
E9,71661.0
E10,65436.0
E11,81044.0
E12,84449.0
F1,7578.0
F2,4739.0
F3,9313.0
F4,4757.0
F5,7998.0
F6,4866.0
F7,8884.0
F8,4345.0
F9,7886.0
F10,4971.0
F11,10000.0
F12,12887.0
G1,7766.0
G2,18587.0
G3,7066.0
G4,18540.0
G5,9403.0
G6,7270.0
G7,8931.0
G8,18160.0
G9,8413.0
G10,19309.0
G11,8475.0
G12,11169.0
H1,1158.0
H2,3831.0
H3,1162.0
H4,3784.0
H5,1134.0
H6,3185.0
H7,1151.0
H8,3494.0
H9,1186.0
H10,4266.0
H11,1207.0
H12,18499.0
