,0
A1,10843.0
A2,2379.0
A3,11697.0
A4,2711.0
A5,11406.0
A6,2843.0
A7,11167.0
A8,2832.0
A9,11400.0
A10,2662.0
A11,10874.0
A12,1835.0
B1,12378.0
B2,2472.0
B3,12729.0
B4,2670.0
B5,13188.0
B6,2749.0
B7,12722.0
B8,2818.0
B9,12928.0
B10,2609.0
B11,12672.0
B12,1863.0
C1,10963.0
C2,2262.0
C3,11953.0
C4,2705.0
C5,11600.0
C6,2573.0
C7,11390.0
C8,4794.0
C9,11664.0
C10,2944.0
C11,11240.0
C12,1994.0
D1,12691.0
D2,2377.0
D3,13216.0
D4,2678.0
D5,12822.0
D6,2760.0
D7,12382.0
D8,2687.0
D9,12920.0
D10,2579.0
D11,13283.0
D12,1989.0
E1,7703.0
E2,2395.0
E3,8143.0
E4,2654.0
E5,8208.0
E6,2914.0
E7,8097.0
E8,2836.0
E9,7996.0
E10,2705.0
E11,7628.0
E12,2166.0
F1,12379.0
F2,2295.0
F3,12772.0
F4,2566.0
F5,12556.0
F6,2628.0
F7,12507.0
F8,2414.0
F9,12726.0
F10,2579.0
F11,12252.0
F12,2029.0
G1,12384.0
G2,2134.0
G3,12962.0
G4,2375.0
G5,12741.0
G6,2445.0
G7,12866.0
G8,2452.0
G9,12939.0
G10,2460.0
G11,12719.0
G12,14207.0
H1,11107.0
H2,2365.0
H3,11408.0
H4,2556.0
H5,11251.0
H6,2787.0
H7,10948.0
H8,2621.0
H9,10765.0
H10,2381.0
H11,10534.0
H12,1864.0
