,0
A1,1101.0
A2,1046.0
A3,1031.0
A4,1116.0
A5,1139.0
A6,1066.0
A7,1298.0
A8,1491.0
A9,1077.0
A10,996.0
A11,1266.0
A12,2096.0
B1,872.0
B2,951.0
B3,948.0
B4,1124.0
B5,1067.0
B6,1014.0
B7,1105.0
B8,1058.0
B9,1186.0
B10,1067.0
B11,1021.0
B12,1690.0
C1,949.0
C2,870.0
C3,1113.0
C4,997.0
C5,1166.0
C6,934.0
C7,1030.0
C8,1108.0
C9,1165.0
C10,1335.0
C11,1200.0
C12,2139.0
D1,823.0
D2,813.0
D3,931.0
D4,907.0
D5,940.0
D6,930.0
D7,1142.0
D8,866.0
D9,902.0
D10,835.0
D11,887.0
D12,3942.0
E1,1115.0
E2,922.0
E3,1387.0
E4,972.0
E5,1329.0
E6,1110.0
E7,1358.0
E8,1050.0
E9,1301.0
E10,949.0
E11,1311.0
E12,24426.0
F1,768.0
F2,728.0
F3,810.0
F4,785.0
F5,887.0
F6,820.0
F7,826.0
F8,810.0
F9,854.0
F10,1244.0
F11,914.0
F12,5520.0
G1,714.0
G2,734.0
G3,789.0
G4,838.0
G5,872.0
G6,834.0
G7,798.0
G8,807.0
G9,839.0
G10,768.0
G11,815.0
G12,2126.0
H1,854.0
H2,804.0
H3,979.0
H4,1105.0
H5,1079.0
H6,831.0
H7,1002.0
H8,836.0
H9,837.0
H10,1716.0
H11,868.0
H12,8702.0
