,0
A1,2934.0
A2,2297.0
A3,2962.0
A4,2444.0
A5,3043.0
A6,2301.0
A7,2782.0
A8,2166.0
A9,2310.0
A10,1743.0
A11,2408.0
A12,2330.0
B1,3253.0
B2,1869.0
B3,3428.0
B4,1983.0
B5,3673.0
B6,1930.0
B7,3519.0
B8,1938.0
B9,3167.0
B10,1682.0
B11,2605.0
B12,2321.0
C1,7153.0
C2,2816.0
C3,7562.0
C4,2868.0
C5,7576.0
C6,2981.0
C7,7385.0
C8,3189.0
C9,7381.0
C10,3741.0
C11,7450.0
C12,2785.0
D1,27507.0
D2,16267.0
D3,25510.0
D4,16846.0
D5,24332.0
D6,16251.0
D7,16374.0
D8,7463.0
D9,5210.0
D10,6414.0
D11,6522.0
D12,18029.0
E1,63932.0
E2,63436.0
E3,63694.0
E4,63505.0
E5,64425.0
E6,63515.0
E7,64308.0
E8,26990.0
E9,47926.0
E10,28173.0
E11,46005.0
E12,63595.0
F1,34431.0
F2,28924.0
F3,38536.0
F4,27847.0
F5,35127.0
F6,29725.0
F7,14174.0
F8,6801.0
F9,10952.0
F10,6201.0
F11,13202.0
F12,13555.0
G1,32352.0
G2,7161.0
G3,31865.0
G4,6733.0
G5,26045.0
G6,7080.0
G7,10962.0
G8,2624.0
G9,3692.0
G10,2492.0
G11,3875.0
G12,5799.0
H1,5892.0
H2,7330.0
H3,6019.0
H4,7453.0
H5,9476.0
H6,6676.0
H7,4321.0
H8,5009.0
H9,3179.0
H10,5388.0
H11,3343.0
H12,25776.0
