,fluorescence,wavelength (nm),Well
166,18932.0,375.0,B5
167,17261.0,380.0,B5
168,14756.0,385.0,B5
169,12204.0,390.0,B5
170,10451.0,395.0,B5
171,9285.0,400.0,B5
172,7404.0,405.0,B5
173,6867.0,410.0,B5
174,6091.0,415.0,B5
175,5303.0,420.0,B5
176,4676.0,425.0,B5
177,4140.0,430.0,B5
178,3679.0,435.0,B5
179,3210.0,440.0,B5
180,2852.0,445.0,B5
181,2459.0,450.0,B5
182,2155.0,455.0,B5
183,1878.0,460.0,B5
184,1659.0,465.0,B5
185,1532.0,470.0,B5
186,1416.0,475.0,B5
187,1291.0,480.0,B5
188,1175.0,485.0,B5
189,1062.0,490.0,B5
190,973.0,495.0,B5
191,887.0,500.0,B5
192,799.0,505.0,B5
193,726.0,510.0,B5
194,670.0,515.0,B5
195,614.0,520.0,B5
196,560.0,525.0,B5
197,520.0,530.0,B5
198,479.0,535.0,B5
199,441.0,540.0,B5
200,404.0,545.0,B5
201,377.0,550.0,B5
202,348.0,555.0,B5
203,329.0,560.0,B5
204,300.0,565.0,B5
205,280.0,570.0,B5
206,261.0,575.0,B5
207,248.0,580.0,B5
208,232.0,585.0,B5
209,209.0,590.0,B5
210,204.0,595.0,B5
211,186.0,600.0,B5
212,409809.0,340.0,C5
213,364881.0,345.0,C5
214,322183.0,350.0,C5
215,290026.0,355.0,C5
216,259632.0,360.0,C5
217,234360.0,365.0,C5
218,22124.0,370.0,C5
219,17588.0,375.0,C5
220,16219.0,380.0,C5
221,14206.0,385.0,C5
222,12094.0,390.0,C5
223,10894.0,395.0,C5
224,9972.0,400.0,C5
225,8321.0,405.0,C5
226,8018.0,410.0,C5
227,7494.0,415.0,C5
228,6851.0,420.0,C5
229,6254.0,425.0,C5
230,5779.0,430.0,C5
231,5357.0,435.0,C5
232,4878.0,440.0,C5
233,4511.0,445.0,C5
234,4053.0,450.0,C5
235,3629.0,455.0,C5
236,3259.0,460.0,C5
237,2964.0,465.0,C5
238,2755.0,470.0,C5
239,2577.0,475.0,C5
240,2375.0,480.0,C5
241,2180.0,485.0,C5
242,1998.0,490.0,C5
243,1831.0,495.0,C5
244,1673.0,500.0,C5
245,1512.0,505.0,C5
246,1361.0,510.0,C5
247,1255.0,515.0,C5
248,1127.0,520.0,C5
249,1040.0,525.0,C5
250,943.0,530.0,C5
251,853.0,535.0,C5
252,771.0,540.0,C5
253,711.0,545.0,C5
254,652.0,550.0,C5
255,596.0,555.0,C5
256,530.0,560.0,C5
257,492.0,565.0,C5
258,453.0,570.0,C5
259,403.0,575.0,C5
260,378.0,580.0,C5
261,342.0,585.0,C5
262,324.0,590.0,C5
263,296.0,595.0,C5
264,268.0,600.0,C5
265,416276.0,340.0,C6
266,363746.0,345.0,C6
267,325414.0,350.0,C6
268,288650.0,355.0,C6
269,261084.0,360.0,C6
270,234091.0,365.0,C6
271,20227.0,370.0,C6
272,15699.0,375.0,C6
273,14187.0,380.0,C6
274,12068.0,385.0,C6
275,9924.0,390.0,C6
276,8609.0,395.0,C6
277,7717.0,400.0,C6
278,6232.0,405.0,C6
279,5822.0,410.0,C6
280,5230.0,415.0,C6
281,4667.0,420.0,C6
282,4166.0,425.0,C6
283,3755.0,430.0,C6
284,3378.0,435.0,C6
285,3050.0,440.0,C6
286,2729.0,445.0,C6
287,2430.0,450.0,C6
288,2146.0,455.0,C6
289,1906.0,460.0,C6
290,1735.0,465.0,C6
291,1604.0,470.0,C6
292,1501.0,475.0,C6
293,1380.0,480.0,C6
294,1270.0,485.0,C6
295,1162.0,490.0,C6
296,1084.0,495.0,C6
297,987.0,500.0,C6
298,901.0,505.0,C6
299,818.0,510.0,C6
300,764.0,515.0,C6
301,692.0,520.0,C6
302,645.0,525.0,C6
303,593.0,530.0,C6
304,551.0,535.0,C6
305,503.0,540.0,C6
306,473.0,545.0,C6
307,429.0,550.0,C6
308,403.0,555.0,C6
309,373.0,560.0,C6
310,350.0,565.0,C6
311,318.0,570.0,C6
312,297.0,575.0,C6
313,280.0,580.0,C6
314,259.0,585.0,C6
315,235.0,590.0,C6
316,229.0,595.0,C6
317,212.0,600.0,C6
318,415183.0,340.0,D6
319,362522.0,345.0,D6
320,320566.0,350.0,D6
321,288586.0,355.0,D6
322,260402.0,360.0,D6
323,234125.0,365.0,D6
324,21105.0,370.0,D6
325,16619.0,375.0,D6
326,14712.0,380.0,D6
327,12600.0,385.0,D6
328,10534.0,390.0,D6
329,9033.0,395.0,D6
330,8059.0,400.0,D6
331,6403.0,405.0,D6
332,5874.0,410.0,D6
333,5234.0,415.0,D6
334,4626.0,420.0,D6
335,4062.0,425.0,D6
336,3590.0,430.0,D6
337,3165.0,435.0,D6
338,2791.0,440.0,D6
339,2454.0,445.0,D6
340,2142.0,450.0,D6
341,1859.0,455.0,D6
342,1630.0,460.0,D6
343,1450.0,465.0,D6
344,1301.0,470.0,D6
345,1212.0,475.0,D6
346,1111.0,480.0,D6
347,1003.0,485.0,D6
348,909.0,490.0,D6
349,824.0,495.0,D6
350,751.0,500.0,D6
351,676.0,505.0,D6
352,616.0,510.0,D6
353,564.0,515.0,D6
354,517.0,520.0,D6
355,481.0,525.0,D6
356,437.0,530.0,D6
357,406.0,535.0,D6
358,378.0,540.0,D6
359,349.0,545.0,D6
360,320.0,550.0,D6
361,300.0,555.0,D6
362,280.0,560.0,D6
363,255.0,565.0,D6
364,243.0,570.0,D6
365,226.0,575.0,D6
366,207.0,580.0,D6
367,199.0,585.0,D6
368,186.0,590.0,D6
369,175.0,595.0,D6
370,167.0,600.0,D6
371,411009.0,340.0,D5
372,363092.0,345.0,D5
373,320332.0,350.0,D5
374,287160.0,355.0,D5
375,256693.0,360.0,D5
376,231809.0,365.0,D5
377,21542.0,370.0,D5
378,16810.0,375.0,D5
379,15085.0,380.0,D5
380,12961.0,385.0,D5
381,10712.0,390.0,D5
382,9266.0,395.0,D5
383,8410.0,400.0,D5
384,6660.0,405.0,D5
385,6174.0,410.0,D5
386,5598.0,415.0,D5
387,4953.0,420.0,D5
388,4389.0,425.0,D5
389,3946.0,430.0,D5
390,3553.0,435.0,D5
391,3179.0,440.0,D5
392,2823.0,445.0,D5
393,2471.0,450.0,D5
394,2156.0,455.0,D5
395,1910.0,460.0,D5
396,1720.0,465.0,D5
397,1581.0,470.0,D5
398,1452.0,475.0,D5
399,1329.0,480.0,D5
400,1216.0,485.0,D5
401,1110.0,490.0,D5
402,1013.0,495.0,D5
403,913.0,500.0,D5
404,818.0,505.0,D5
405,747.0,510.0,D5
406,682.0,515.0,D5
407,616.0,520.0,D5
408,564.0,525.0,D5
409,520.0,530.0,D5
410,475.0,535.0,D5
411,434.0,540.0,D5
412,402.0,545.0,D5
413,371.0,550.0,D5
414,346.0,555.0,D5
415,322.0,560.0,D5
416,290.0,565.0,D5
417,269.0,570.0,D5
418,251.0,575.0,D5
419,231.0,580.0,D5
420,219.0,585.0,D5
421,207.0,590.0,D5
422,189.0,595.0,D5
423,180.0,600.0,D5
424,411962.0,340.0,E5
425,361592.0,345.0,E5
426,322880.0,350.0,E5
427,287166.0,355.0,E5
428,258537.0,360.0,E5
429,232025.0,365.0,E5
430,22319.0,370.0,E5
431,17651.0,375.0,E5
432,15869.0,380.0,E5
433,13965.0,385.0,E5
434,12027.0,390.0,E5
435,10880.0,395.0,E5
436,10427.0,400.0,E5
437,9041.0,405.0,E5
438,9217.0,410.0,E5
439,8983.0,415.0,E5
440,8645.0,420.0,E5
441,8282.0,425.0,E5
442,7996.0,430.0,E5
443,7692.0,435.0,E5
444,7284.0,440.0,E5
445,6761.0,445.0,E5
446,6191.0,450.0,E5
447,5597.0,455.0,E5
448,5022.0,460.0,E5
449,4564.0,465.0,E5
450,4218.0,470.0,E5
451,3907.0,475.0,E5
452,3551.0,480.0,E5
453,3201.0,485.0,E5
454,2879.0,490.0,E5
455,2546.0,495.0,E5
456,2286.0,500.0,E5
457,2008.0,505.0,E5
458,1783.0,510.0,E5
459,1568.0,515.0,E5
460,1398.0,520.0,E5
461,1247.0,525.0,E5
462,1105.0,530.0,E5
463,986.0,535.0,E5
464,861.0,540.0,E5
465,781.0,545.0,E5
466,687.0,550.0,E5
467,609.0,555.0,E5
468,552.0,560.0,E5
469,493.0,565.0,E5
470,444.0,570.0,E5
471,394.0,575.0,E5
472,360.0,580.0,E5
473,322.0,585.0,E5
474,296.0,590.0,E5
475,268.0,595.0,E5
476,245.0,600.0,E5
477,416838.0,340.0,E6
478,363188.0,345.0,E6
479,322387.0,350.0,E6
480,287609.0,355.0,E6
481,259749.0,360.0,E6
482,232639.0,365.0,E6
483,23334.0,370.0,E6
484,18637.0,375.0,E6
485,16792.0,380.0,E6
486,14249.0,385.0,E6
487,11916.0,390.0,E6
488,10260.0,395.0,E6
489,9128.0,400.0,E6
490,7329.0,405.0,E6
491,6743.0,410.0,E6
492,6084.0,415.0,E6
493,5414.0,420.0,E6
494,4788.0,425.0,E6
495,4276.0,430.0,E6
496,3916.0,435.0,E6
497,3506.0,440.0,E6
498,3140.0,445.0,E6
499,2783.0,450.0,E6
500,2494.0,455.0,E6
501,2221.0,460.0,E6
502,2049.0,465.0,E6
503,1888.0,470.0,E6
504,1771.0,475.0,E6
505,1636.0,480.0,E6
506,1508.0,485.0,E6
507,1376.0,490.0,E6
508,1277.0,495.0,E6
509,1162.0,500.0,E6
510,1055.0,505.0,E6
511,954.0,510.0,E6
512,874.0,515.0,E6
513,799.0,520.0,E6
514,736.0,525.0,E6
515,672.0,530.0,E6
516,617.0,535.0,E6
517,559.0,540.0,E6
518,518.0,545.0,E6
519,476.0,550.0,E6
520,437.0,555.0,E6
521,398.0,560.0,E6
522,369.0,565.0,E6
523,339.0,570.0,E6
524,316.0,575.0,E6
525,288.0,580.0,E6
526,270.0,585.0,E6
527,248.0,590.0,E6
528,233.0,595.0,E6
529,217.0,600.0,E6
530,414711.0,340.0,F6
531,364664.0,345.0,F6
532,320410.0,350.0,F6
533,291684.0,355.0,F6
534,257263.0,360.0,F6
535,233327.0,365.0,F6
536,19318.0,370.0,F6
537,14662.0,375.0,F6
538,13140.0,380.0,F6
539,11236.0,385.0,F6
540,9368.0,390.0,F6
541,7976.0,395.0,F6
542,7024.0,400.0,F6
543,5604.0,405.0,F6
544,5167.0,410.0,F6
545,4617.0,415.0,F6
546,4048.0,420.0,F6
547,3569.0,425.0,F6
548,3117.0,430.0,F6
549,2749.0,435.0,F6
550,2418.0,440.0,F6
551,2142.0,445.0,F6
552,1865.0,450.0,F6
553,1624.0,455.0,F6
554,1415.0,460.0,F6
555,1265.0,465.0,F6
556,1148.0,470.0,F6
557,1072.0,475.0,F6
558,977.0,480.0,F6
559,872.0,485.0,F6
560,803.0,490.0,F6
561,731.0,495.0,F6
562,664.0,500.0,F6
563,609.0,505.0,F6
564,542.0,510.0,F6
565,501.0,515.0,F6
566,463.0,520.0,F6
567,424.0,525.0,F6
568,389.0,530.0,F6
569,364.0,535.0,F6
570,335.0,540.0,F6
571,312.0,545.0,F6
572,285.0,550.0,F6
573,266.0,555.0,F6
574,250.0,560.0,F6
575,237.0,565.0,F6
576,218.0,570.0,F6
577,200.0,575.0,F6
578,189.0,580.0,F6
579,181.0,585.0,F6
580,169.0,590.0,F6
581,162.0,595.0,F6
582,151.0,600.0,F6
583,415071.0,340.0,F5
584,360807.0,345.0,F5
585,320949.0,350.0,F5
586,288974.0,355.0,F5
587,258201.0,360.0,F5
588,231480.0,365.0,F5
589,19508.0,370.0,F5
590,14706.0,375.0,F5
591,13282.0,380.0,F5
592,11412.0,385.0,F5
593,9534.0,390.0,F5
594,8239.0,395.0,F5
595,7368.0,400.0,F5
596,5933.0,405.0,F5
597,5496.0,410.0,F5
598,4948.0,415.0,F5
599,4448.0,420.0,F5
600,3944.0,425.0,F5
601,3521.0,430.0,F5
602,3136.0,435.0,F5
603,2844.0,440.0,F5
604,2540.0,445.0,F5
605,2247.0,450.0,F5
606,1988.0,455.0,F5
607,1770.0,460.0,F5
608,1612.0,465.0,F5
609,1507.0,470.0,F5
610,1408.0,475.0,F5
611,1316.0,480.0,F5
612,1219.0,485.0,F5
613,1113.0,490.0,F5
614,1040.0,495.0,F5
615,955.0,500.0,F5
616,886.0,505.0,F5
617,815.0,510.0,F5
618,759.0,515.0,F5
619,700.0,520.0,F5
620,656.0,525.0,F5
621,612.0,530.0,F5
622,567.0,535.0,F5
623,523.0,540.0,F5
624,483.0,545.0,F5
625,457.0,550.0,F5
626,424.0,555.0,F5
627,393.0,560.0,F5
628,372.0,565.0,F5
629,346.0,570.0,F5
630,320.0,575.0,F5
631,296.0,580.0,F5
632,286.0,585.0,F5
633,258.0,590.0,F5
634,243.0,595.0,F5
635,227.0,600.0,F5
636,416838.0,340.0,G5
637,364784.0,345.0,G5
638,322748.0,350.0,G5
639,287895.0,355.0,G5
640,260812.0,360.0,G5
641,231251.0,365.0,G5
642,21208.0,370.0,G5
643,16218.0,375.0,G5
644,14566.0,380.0,G5
645,12388.0,385.0,G5
646,10307.0,390.0,G5
647,8868.0,395.0,G5
648,7865.0,400.0,G5
649,6284.0,405.0,G5
650,5754.0,410.0,G5
651,5179.0,415.0,G5
652,4561.0,420.0,G5
653,3985.0,425.0,G5
654,3525.0,430.0,G5
655,3107.0,435.0,G5
656,2736.0,440.0,G5
657,2386.0,445.0,G5
658,2069.0,450.0,G5
659,1777.0,455.0,G5
660,1556.0,460.0,G5
661,1373.0,465.0,G5
662,1258.0,470.0,G5
663,1142.0,475.0,G5
664,1037.0,480.0,G5
665,927.0,485.0,G5
666,845.0,490.0,G5
667,765.0,495.0,G5
668,692.0,500.0,G5
669,617.0,505.0,G5
670,557.0,510.0,G5
671,511.0,515.0,G5
672,465.0,520.0,G5
673,428.0,525.0,G5
674,401.0,530.0,G5
675,365.0,535.0,G5
676,335.0,540.0,G5
677,313.0,545.0,G5
678,290.0,550.0,G5
679,268.0,555.0,G5
680,246.0,560.0,G5
681,230.0,565.0,G5
682,214.0,570.0,G5
683,200.0,575.0,G5
684,191.0,580.0,G5
685,179.0,585.0,G5
686,166.0,590.0,G5
687,156.0,595.0,G5
688,150.0,600.0,G5
689,416890.0,340.0,G6
690,362996.0,345.0,G6
691,321125.0,350.0,G6
692,288439.0,355.0,G6
693,258479.0,360.0,G6
694,231861.0,365.0,G6
695,19364.0,370.0,G6
696,14735.0,375.0,G6
697,13347.0,380.0,G6
698,11364.0,385.0,G6
699,9371.0,390.0,G6
700,8008.0,395.0,G6
701,7127.0,400.0,G6
702,5686.0,405.0,G6
703,5246.0,410.0,G6
704,4687.0,415.0,G6
705,4122.0,420.0,G6
706,3615.0,425.0,G6
707,3159.0,430.0,G6
708,2812.0,435.0,G6
709,2497.0,440.0,G6
710,2162.0,445.0,G6
711,1896.0,450.0,G6
712,1620.0,455.0,G6
713,1425.0,460.0,G6
714,1268.0,465.0,G6
715,1155.0,470.0,G6
716,1058.0,475.0,G6
717,956.0,480.0,G6
718,860.0,485.0,G6
719,792.0,490.0,G6
720,713.0,495.0,G6
721,655.0,500.0,G6
722,584.0,505.0,G6
723,526.0,510.0,G6
724,479.0,515.0,G6
725,442.0,520.0,G6
726,409.0,525.0,G6
727,374.0,530.0,G6
728,350.0,535.0,G6
729,322.0,540.0,G6
730,293.0,545.0,G6
731,275.0,550.0,G6
732,252.0,555.0,G6
733,237.0,560.0,G6
734,225.0,565.0,G6
735,209.0,570.0,G6
736,198.0,575.0,G6
737,180.0,580.0,G6
738,167.0,585.0,G6
739,161.0,590.0,G6
740,155.0,595.0,G6
741,145.0,600.0,G6
742,412072.0,340.0,H6
743,365324.0,345.0,H6
744,322400.0,350.0,H6
745,291414.0,355.0,H6
746,261191.0,360.0,H6
747,232020.0,365.0,H6
748,19417.0,370.0,H6
749,14520.0,375.0,H6
750,13050.0,380.0,H6
751,11090.0,385.0,H6
752,9241.0,390.0,H6
753,7918.0,395.0,H6
754,7107.0,400.0,H6
755,5637.0,405.0,H6
756,5236.0,410.0,H6
757,4671.0,415.0,H6
758,4135.0,420.0,H6
759,3649.0,425.0,H6
760,3245.0,430.0,H6
761,2873.0,435.0,H6
762,2560.0,440.0,H6
763,2257.0,445.0,H6
764,1987.0,450.0,H6
765,1721.0,455.0,H6
766,1503.0,460.0,H6
767,1346.0,465.0,H6
768,1231.0,470.0,H6
769,1139.0,475.0,H6
770,1040.0,480.0,H6
771,950.0,485.0,H6
772,862.0,490.0,H6
773,785.0,495.0,H6
774,720.0,500.0,H6
775,647.0,505.0,H6
776,586.0,510.0,H6
777,542.0,515.0,H6
778,492.0,520.0,H6
779,472.0,525.0,H6
780,420.0,530.0,H6
781,387.0,535.0,H6
782,363.0,540.0,H6
783,338.0,545.0,H6
784,311.0,550.0,H6
785,289.0,555.0,H6
786,275.0,560.0,H6
787,251.0,565.0,H6
788,234.0,570.0,H6
789,219.0,575.0,H6
790,210.0,580.0,H6
791,195.0,585.0,H6
792,182.0,590.0,H6
793,167.0,595.0,H6
794,162.0,600.0,H6
795,415003.0,340.0,H5
796,364904.0,345.0,H5
797,321686.0,350.0,H5
798,289398.0,355.0,H5
799,260929.0,360.0,H5
800,235179.0,365.0,H5
801,21190.0,370.0,H5
802,16292.0,375.0,H5
803,14795.0,380.0,H5
804,12628.0,385.0,H5
805,10643.0,390.0,H5
806,9236.0,395.0,H5
807,8319.0,400.0,H5
808,6728.0,405.0,H5
809,6326.0,410.0,H5
810,5771.0,415.0,H5
811,5191.0,420.0,H5
812,4608.0,425.0,H5
813,4097.0,430.0,H5
814,3665.0,435.0,H5
815,3288.0,440.0,H5
816,2916.0,445.0,H5
817,2530.0,450.0,H5
818,2190.0,455.0,H5
819,1919.0,460.0,H5
820,1708.0,465.0,H5
821,1567.0,470.0,H5
822,1423.0,475.0,H5
823,1277.0,480.0,H5
824,1151.0,485.0,H5
825,1042.0,490.0,H5
826,933.0,495.0,H5
827,847.0,500.0,H5
828,764.0,505.0,H5
829,687.0,510.0,H5
830,633.0,515.0,H5
831,569.0,520.0,H5
832,524.0,525.0,H5
833,480.0,530.0,H5
834,446.0,535.0,H5
835,403.0,540.0,H5
836,379.0,545.0,H5
837,346.0,550.0,H5
838,318.0,555.0,H5
839,297.0,560.0,H5
840,274.0,565.0,H5
841,257.0,570.0,H5
842,236.0,575.0,H5
843,222.0,580.0,H5
844,209.0,585.0,H5
845,200.0,590.0,H5
846,182.0,595.0,H5
847,174.0,600.0,H5
