,fluorescence,wavelength (nm),Well
0,426151.0,340.0,A5
1,377780.0,345.0,A5
2,333517.0,350.0,A5
3,300366.0,355.0,A5
4,270266.0,360.0,A5
5,241488.0,365.0,A5
6,25590.0,370.0,A5
7,21635.0,375.0,A5
8,19488.0,380.0,A5
9,16767.0,385.0,A5
10,13919.0,390.0,A5
11,11897.0,395.0,A5
12,10651.0,400.0,A5
13,8399.0,405.0,A5
14,7848.0,410.0,A5
15,6971.0,415.0,A5
16,6199.0,420.0,A5
17,5474.0,425.0,A5
18,4859.0,430.0,A5
19,4330.0,435.0,A5
20,3877.0,440.0,A5
21,3515.0,445.0,A5
22,3105.0,450.0,A5
23,2763.0,455.0,A5
24,2535.0,460.0,A5
25,2366.0,465.0,A5
26,2263.0,470.0,A5
27,2192.0,475.0,A5
28,2123.0,480.0,A5
29,2036.0,485.0,A5
30,1953.0,490.0,A5
31,1883.0,495.0,A5
32,1786.0,500.0,A5
33,1699.0,505.0,A5
34,1617.0,510.0,A5
35,1536.0,515.0,A5
36,1467.0,520.0,A5
37,1387.0,525.0,A5
38,1309.0,530.0,A5
39,1235.0,535.0,A5
40,1159.0,540.0,A5
41,1081.0,545.0,A5
42,999.0,550.0,A5
43,940.0,555.0,A5
44,885.0,560.0,A5
45,815.0,565.0,A5
46,762.0,570.0,A5
47,706.0,575.0,A5
48,652.0,580.0,A5
49,602.0,585.0,A5
50,568.0,590.0,A5
51,523.0,595.0,A5
52,487.0,600.0,A5
53,428950.0,340.0,A6
54,374782.0,345.0,A6
55,335000.0,350.0,A6
56,298437.0,355.0,A6
57,269109.0,360.0,A6
58,241884.0,365.0,A6
59,25514.0,370.0,A6
60,21728.0,375.0,A6
61,19359.0,380.0,A6
62,16602.0,385.0,A6
63,13629.0,390.0,A6
64,11683.0,395.0,A6
65,10330.0,400.0,A6
66,8239.0,405.0,A6
67,7549.0,410.0,A6
68,6769.0,415.0,A6
69,5864.0,420.0,A6
70,5193.0,425.0,A6
71,4551.0,430.0,A6
72,4071.0,435.0,A6
73,3596.0,440.0,A6
74,3201.0,445.0,A6
75,2800.0,450.0,A6
76,2425.0,455.0,A6
77,2167.0,460.0,A6
78,1942.0,465.0,A6
79,1798.0,470.0,A6
80,1697.0,475.0,A6
81,1561.0,480.0,A6
82,1429.0,485.0,A6
83,1325.0,490.0,A6
84,1224.0,495.0,A6
85,1130.0,500.0,A6
86,1053.0,505.0,A6
87,970.0,510.0,A6
88,905.0,515.0,A6
89,837.0,520.0,A6
90,774.0,525.0,A6
91,725.0,530.0,A6
92,669.0,535.0,A6
93,623.0,540.0,A6
94,579.0,545.0,A6
95,541.0,550.0,A6
96,506.0,555.0,A6
97,476.0,560.0,A6
98,436.0,565.0,A6
99,409.0,570.0,A6
100,383.0,575.0,A6
101,360.0,580.0,A6
102,332.0,585.0,A6
103,311.0,590.0,A6
104,298.0,595.0,A6
105,276.0,600.0,A6
106,427575.0,340.0,B6
107,376375.0,345.0,B6
108,333246.0,350.0,B6
109,299855.0,355.0,B6
110,270789.0,360.0,B6
111,242200.0,365.0,B6
112,23228.0,370.0,B6
113,19674.0,375.0,B6
114,17520.0,380.0,B6
115,14908.0,385.0,B6
116,12180.0,390.0,B6
117,10439.0,395.0,B6
118,9317.0,400.0,B6
119,7451.0,405.0,B6
120,6966.0,410.0,B6
121,6249.0,415.0,B6
122,5532.0,420.0,B6
123,4911.0,425.0,B6
124,4337.0,430.0,B6
125,3938.0,435.0,B6
126,3472.0,440.0,B6
127,3085.0,445.0,B6
128,2731.0,450.0,B6
129,2381.0,455.0,B6
130,2107.0,460.0,B6
131,1917.0,465.0,B6
132,1762.0,470.0,B6
133,1644.0,475.0,B6
134,1522.0,480.0,B6
135,1402.0,485.0,B6
136,1276.0,490.0,B6
137,1176.0,495.0,B6
138,1077.0,500.0,B6
139,984.0,505.0,B6
140,920.0,510.0,B6
141,842.0,515.0,B6
142,795.0,520.0,B6
143,732.0,525.0,B6
144,681.0,530.0,B6
145,629.0,535.0,B6
146,578.0,540.0,B6
147,542.0,545.0,B6
148,495.0,550.0,B6
149,463.0,555.0,B6
150,434.0,560.0,B6
151,400.0,565.0,B6
152,370.0,570.0,B6
153,353.0,575.0,B6
154,331.0,580.0,B6
155,308.0,585.0,B6
156,291.0,590.0,B6
157,270.0,595.0,B6
158,252.0,600.0,B6
159,427746.0,340.0,B5
160,377151.0,345.0,B5
161,335981.0,350.0,B5
162,300140.0,355.0,B5
163,269698.0,360.0,B5
164,242909.0,365.0,B5
165,23881.0,370.0,B5
166,20286.0,375.0,B5
167,18214.0,380.0,B5
168,15521.0,385.0,B5
169,12874.0,390.0,B5
170,11101.0,395.0,B5
171,9816.0,400.0,B5
172,7859.0,405.0,B5
173,7248.0,410.0,B5
174,6531.0,415.0,B5
175,5781.0,420.0,B5
176,5109.0,425.0,B5
177,4617.0,430.0,B5
178,4143.0,435.0,B5
179,3745.0,440.0,B5
180,3370.0,445.0,B5
181,3022.0,450.0,B5
182,2664.0,455.0,B5
183,2424.0,460.0,B5
184,2258.0,465.0,B5
185,2102.0,470.0,B5
186,2016.0,475.0,B5
187,1885.0,480.0,B5
188,1760.0,485.0,B5
189,1661.0,490.0,B5
190,1561.0,495.0,B5
191,1449.0,500.0,B5
192,1336.0,505.0,B5
193,1236.0,510.0,B5
194,1148.0,515.0,B5
195,1060.0,520.0,B5
196,995.0,525.0,B5
197,922.0,530.0,B5
198,863.0,535.0,B5
199,789.0,540.0,B5
200,727.0,545.0,B5
201,682.0,550.0,B5
202,629.0,555.0,B5
203,589.0,560.0,B5
204,544.0,565.0,B5
205,501.0,570.0,B5
206,458.0,575.0,B5
207,430.0,580.0,B5
208,402.0,585.0,B5
209,366.0,590.0,B5
210,345.0,595.0,B5
211,323.0,600.0,B5
212,427213.0,340.0,C5
213,378293.0,345.0,C5
214,335163.0,350.0,C5
215,299914.0,355.0,C5
216,269526.0,360.0,C5
217,242732.0,365.0,C5
218,25889.0,370.0,C5
219,23156.0,375.0,C5
220,21914.0,380.0,C5
221,19993.0,385.0,C5
222,17760.0,390.0,C5
223,16567.0,395.0,C5
224,16111.0,400.0,C5
225,14037.0,405.0,C5
226,14072.0,410.0,C5
227,13576.0,415.0,C5
228,12978.0,420.0,C5
229,12356.0,425.0,C5
230,11781.0,430.0,C5
231,11296.0,435.0,C5
232,10674.0,440.0,C5
233,9959.0,445.0,C5
234,9209.0,450.0,C5
235,8326.0,455.0,C5
236,7543.0,460.0,C5
237,7008.0,465.0,C5
238,6616.0,470.0,C5
239,6224.0,475.0,C5
240,5759.0,480.0,C5
241,5365.0,485.0,C5
242,4865.0,490.0,C5
243,4461.0,495.0,C5
244,4071.0,500.0,C5
245,3673.0,505.0,C5
246,3342.0,510.0,C5
247,3027.0,515.0,C5
248,2725.0,520.0,C5
249,2473.0,525.0,C5
250,2220.0,530.0,C5
251,2000.0,535.0,C5
252,1810.0,540.0,C5
253,1634.0,545.0,C5
254,1478.0,550.0,C5
255,1331.0,555.0,C5
256,1194.0,560.0,C5
257,1073.0,565.0,C5
258,982.0,570.0,C5
259,883.0,575.0,C5
260,799.0,580.0,C5
261,715.0,585.0,C5
262,645.0,590.0,C5
263,594.0,595.0,C5
264,551.0,600.0,C5
265,426663.0,340.0,C6
266,378917.0,345.0,C6
267,335601.0,350.0,C6
268,301870.0,355.0,C6
269,270975.0,360.0,C6
270,242522.0,365.0,C6
271,20519.0,370.0,C6
272,16807.0,375.0,C6
273,15223.0,380.0,C6
274,12999.0,385.0,C6
275,10705.0,390.0,C6
276,9271.0,395.0,C6
277,8309.0,400.0,C6
278,6757.0,405.0,C6
279,6336.0,410.0,C6
280,5800.0,415.0,C6
281,5172.0,420.0,C6
282,4687.0,425.0,C6
283,4267.0,430.0,C6
284,3914.0,435.0,C6
285,3563.0,440.0,C6
286,3298.0,445.0,C6
287,2987.0,450.0,C6
288,2690.0,455.0,C6
289,2445.0,460.0,C6
290,2262.0,465.0,C6
291,2148.0,470.0,C6
292,2041.0,475.0,C6
293,1924.0,480.0,C6
294,1803.0,485.0,C6
295,1684.0,490.0,C6
296,1564.0,495.0,C6
297,1455.0,500.0,C6
298,1352.0,505.0,C6
299,1247.0,510.0,C6
300,1160.0,515.0,C6
301,1076.0,520.0,C6
302,999.0,525.0,C6
303,924.0,530.0,C6
304,866.0,535.0,C6
305,797.0,540.0,C6
306,749.0,545.0,C6
307,686.0,550.0,C6
308,638.0,555.0,C6
309,598.0,560.0,C6
310,544.0,565.0,C6
311,503.0,570.0,C6
312,462.0,575.0,C6
313,436.0,580.0,C6
314,400.0,585.0,C6
315,368.0,590.0,C6
316,351.0,595.0,C6
317,326.0,600.0,C6
318,428003.0,340.0,D6
319,373178.0,345.0,D6
320,333495.0,350.0,D6
321,298621.0,355.0,D6
322,270087.0,360.0,D6
323,241180.0,365.0,D6
324,21056.0,370.0,D6
325,17534.0,375.0,D6
326,15853.0,380.0,D6
327,13489.0,385.0,D6
328,11047.0,390.0,D6
329,9561.0,395.0,D6
330,8619.0,400.0,D6
331,6813.0,405.0,D6
332,6357.0,410.0,D6
333,5649.0,415.0,D6
334,4964.0,420.0,D6
335,4410.0,425.0,D6
336,3891.0,430.0,D6
337,3489.0,435.0,D6
338,3099.0,440.0,D6
339,2772.0,445.0,D6
340,2407.0,450.0,D6
341,2144.0,455.0,D6
342,1888.0,460.0,D6
343,1706.0,465.0,D6
344,1585.0,470.0,D6
345,1482.0,475.0,D6
346,1367.0,480.0,D6
347,1265.0,485.0,D6
348,1159.0,490.0,D6
349,1066.0,495.0,D6
350,991.0,500.0,D6
351,905.0,505.0,D6
352,829.0,510.0,D6
353,767.0,515.0,D6
354,709.0,520.0,D6
355,666.0,525.0,D6
356,621.0,530.0,D6
357,577.0,535.0,D6
358,539.0,540.0,D6
359,487.0,545.0,D6
360,470.0,550.0,D6
361,432.0,555.0,D6
362,400.0,560.0,D6
363,376.0,565.0,D6
364,349.0,570.0,D6
365,319.0,575.0,D6
366,307.0,580.0,D6
367,289.0,585.0,D6
368,269.0,590.0,D6
369,250.0,595.0,D6
370,234.0,600.0,D6
371,426189.0,340.0,D5
372,376375.0,345.0,D5
373,333914.0,350.0,D5
374,300034.0,355.0,D5
375,267099.0,360.0,D5
376,243017.0,365.0,D5
377,22997.0,370.0,D5
378,19501.0,375.0,D5
379,17703.0,380.0,D5
380,15453.0,385.0,D5
381,13124.0,390.0,D5
382,11528.0,395.0,D5
383,10692.0,400.0,D5
384,8883.0,405.0,D5
385,8454.0,410.0,D5
386,7863.0,415.0,D5
387,7224.0,420.0,D5
388,6610.0,425.0,D5
389,6121.0,430.0,D5
390,5683.0,435.0,D5
391,5251.0,440.0,D5
392,4808.0,445.0,D5
393,4359.0,450.0,D5
394,3874.0,455.0,D5
395,3492.0,460.0,D5
396,3184.0,465.0,D5
397,2974.0,470.0,D5
398,2788.0,475.0,D5
399,2588.0,480.0,D5
400,2369.0,485.0,D5
401,2171.0,490.0,D5
402,1986.0,495.0,D5
403,1785.0,500.0,D5
404,1625.0,505.0,D5
405,1478.0,510.0,D5
406,1328.0,515.0,D5
407,1223.0,520.0,D5
408,1102.0,525.0,D5
409,1007.0,530.0,D5
410,919.0,535.0,D5
411,821.0,540.0,D5
412,761.0,545.0,D5
413,684.0,550.0,D5
414,633.0,555.0,D5
415,576.0,560.0,D5
416,518.0,565.0,D5
417,485.0,570.0,D5
418,440.0,575.0,D5
419,405.0,580.0,D5
420,370.0,585.0,D5
421,339.0,590.0,D5
422,317.0,595.0,D5
423,294.0,600.0,D5
424,430315.0,340.0,E5
425,378866.0,345.0,E5
426,335141.0,350.0,E5
427,300200.0,355.0,E5
428,269026.0,360.0,E5
429,239979.0,365.0,E5
430,22451.0,370.0,E5
431,18630.0,375.0,E5
432,17396.0,380.0,E5
433,15336.0,385.0,E5
434,13603.0,390.0,E5
435,12946.0,395.0,E5
436,13032.0,400.0,E5
437,12049.0,405.0,E5
438,12946.0,410.0,E5
439,13448.0,415.0,E5
440,13978.0,420.0,E5
441,14298.0,425.0,E5
442,14587.0,430.0,E5
443,14926.0,435.0,E5
444,15069.0,440.0,E5
445,14822.0,445.0,E5
446,14314.0,450.0,E5
447,13522.0,455.0,E5
448,12644.0,460.0,E5
449,12102.0,465.0,E5
450,11595.0,470.0,E5
451,11156.0,475.0,E5
452,10542.0,480.0,E5
453,9776.0,485.0,E5
454,9056.0,490.0,E5
455,8344.0,495.0,E5
456,7663.0,500.0,E5
457,6914.0,505.0,E5
458,6214.0,510.0,E5
459,5654.0,515.0,E5
460,5052.0,520.0,E5
461,4575.0,525.0,E5
462,4106.0,530.0,E5
463,3692.0,535.0,E5
464,3273.0,540.0,E5
465,2941.0,545.0,E5
466,2603.0,550.0,E5
467,2353.0,555.0,E5
468,2088.0,560.0,E5
469,1865.0,565.0,E5
470,1657.0,570.0,E5
471,1470.0,575.0,E5
472,1326.0,580.0,E5
473,1176.0,585.0,E5
474,1050.0,590.0,E5
475,951.0,595.0,E5
476,845.0,600.0,E5
477,431030.0,340.0,E6
478,376192.0,345.0,E6
479,332741.0,350.0,E6
480,297110.0,355.0,E6
481,268138.0,360.0,E6
482,241552.0,365.0,E6
483,23379.0,370.0,E6
484,19623.0,375.0,E6
485,17672.0,380.0,E6
486,15042.0,385.0,E6
487,12511.0,390.0,E6
488,10713.0,395.0,E6
489,9692.0,400.0,E6
490,7827.0,405.0,E6
491,7448.0,410.0,E6
492,6992.0,415.0,E6
493,6442.0,420.0,E6
494,6186.0,425.0,E6
495,5984.0,430.0,E6
496,5890.0,435.0,E6
497,5805.0,440.0,E6
498,5738.0,445.0,E6
499,5521.0,450.0,E6
500,5283.0,455.0,E6
501,5090.0,460.0,E6
502,4952.0,465.0,E6
503,4827.0,470.0,E6
504,4733.0,475.0,E6
505,4571.0,480.0,E6
506,4355.0,485.0,E6
507,4126.0,490.0,E6
508,3917.0,495.0,E6
509,3689.0,500.0,E6
510,3382.0,505.0,E6
511,3140.0,510.0,E6
512,2919.0,515.0,E6
513,2677.0,520.0,E6
514,2478.0,525.0,E6
515,2267.0,530.0,E6
516,2090.0,535.0,E6
517,1895.0,540.0,E6
518,1751.0,545.0,E6
519,1591.0,550.0,E6
