,fluorescence,wavelength (nm),Well
0,3277150.0,280.0,A5
1,2610061.0,285.0,A5
2,2114868.0,290.0,A5
3,1725554.0,295.0,A5
4,1408645.0,300.0,A5
5,1025021.0,305.0,A5
6,216502.0,310.0,A5
7,211162.0,315.0,A5
8,194860.0,320.0,A5
9,174269.0,325.0,A5
10,152197.0,330.0,A5
11,129694.0,335.0,A5
12,107971.0,340.0,A5
13,89043.0,345.0,A5
14,73197.0,350.0,A5
15,59420.0,355.0,A5
16,48057.0,360.0,A5
17,38522.0,365.0,A5
18,30403.0,370.0,A5
19,23063.0,375.0,A5
20,17069.0,380.0,A5
21,12291.0,385.0,A5
22,8852.0,390.0,A5
23,6644.0,395.0,A5
24,5242.0,400.0,A5
25,3736.0,405.0,A5
26,3104.0,410.0,A5
27,2547.0,415.0,A5
28,2010.0,420.0,A5
29,1680.0,425.0,A5
30,1398.0,430.0,A5
31,1204.0,435.0,A5
32,1015.0,440.0,A5
33,907.0,445.0,A5
34,809.0,450.0,A5
35,726.0,455.0,A5
36,658.0,460.0,A5
37,631.0,465.0,A5
38,612.0,470.0,A5
39,603.0,475.0,A5
40,597.0,480.0,A5
41,582.0,485.0,A5
42,565.0,490.0,A5
43,563.0,495.0,A5
44,566.0,500.0,A5
45,535.0,505.0,A5
46,525.0,510.0,A5
47,499.0,515.0,A5
48,548.0,520.0,A5
49,545.0,525.0,A5
50,503.0,530.0,A5
51,523.0,535.0,A5
52,513.0,540.0,A5
53,488.0,545.0,A5
54,511.0,550.0,A5
55,498.0,555.0,A5
56,473.0,560.0,A5
57,435.0,565.0,A5
58,393.0,570.0,A5
59,362.0,575.0,A5
60,308.0,580.0,A5
61,259.0,585.0,A5
62,234.0,590.0,A5
63,212.0,595.0,A5
64,202.0,600.0,A5
65,3416616.0,280.0,A6
66,3207515.0,285.0,A6
67,2657139.0,290.0,A6
68,2526941.0,295.0,A6
69,1845714.0,300.0,A6
70,1016026.0,305.0,A6
71,174526.0,310.0,A6
72,159293.0,315.0,A6
73,137367.0,320.0,A6
74,111200.0,325.0,A6
75,97909.0,330.0,A6
76,78624.0,335.0,A6
77,61047.0,340.0,A6
78,49004.0,345.0,A6
79,37693.0,350.0,A6
80,28300.0,355.0,A6
81,21990.0,360.0,A6
82,16865.0,365.0,A6
