,fluorescence,wavelength (nm),Well
0,411385.0,340.0,A5
1,365544.0,345.0,A5
2,325255.0,350.0,A5
3,289528.0,355.0,A5
4,262994.0,360.0,A5
5,234671.0,365.0,A5
6,25789.0,370.0,A5
7,20809.0,375.0,A5
8,18780.0,380.0,A5
9,15982.0,385.0,A5
10,13340.0,390.0,A5
11,11441.0,395.0,A5
12,10203.0,400.0,A5
13,8103.0,405.0,A5
14,7531.0,410.0,A5
15,6638.0,415.0,A5
16,5877.0,420.0,A5
17,5176.0,425.0,A5
18,4528.0,430.0,A5
19,3988.0,435.0,A5
20,3464.0,440.0,A5
21,3071.0,445.0,A5
22,2629.0,450.0,A5
23,2292.0,455.0,A5
24,1997.0,460.0,A5
25,1767.0,465.0,A5
26,1608.0,470.0,A5
27,1481.0,475.0,A5
28,1344.0,480.0,A5
29,1222.0,485.0,A5
30,1101.0,490.0,A5
31,1021.0,495.0,A5
32,933.0,500.0,A5
33,834.0,505.0,A5
34,773.0,510.0,A5
35,708.0,515.0,A5
36,647.0,520.0,A5
37,589.0,525.0,A5
38,542.0,530.0,A5
39,509.0,535.0,A5
40,464.0,540.0,A5
41,432.0,545.0,A5
42,406.0,550.0,A5
43,376.0,555.0,A5
44,343.0,560.0,A5
45,319.0,565.0,A5
46,300.0,570.0,A5
47,277.0,575.0,A5
48,260.0,580.0,A5
49,243.0,585.0,A5
50,223.0,590.0,A5
51,215.0,595.0,A5
52,202.0,600.0,A5
53,417837.0,340.0,A6
54,364692.0,345.0,A6
55,326860.0,350.0,A6
56,295012.0,355.0,A6
57,260146.0,360.0,A6
58,233932.0,365.0,A6
59,25679.0,370.0,A6
60,21072.0,375.0,A6
61,18777.0,380.0,A6
62,16040.0,385.0,A6
63,13299.0,390.0,A6
64,11285.0,395.0,A6
65,9978.0,400.0,A6
66,7987.0,405.0,A6
67,7288.0,410.0,A6
68,6473.0,415.0,A6
69,5687.0,420.0,A6
70,4946.0,425.0,A6
71,4357.0,430.0,A6
72,3827.0,435.0,A6
73,3323.0,440.0,A6
74,2904.0,445.0,A6
75,2505.0,450.0,A6
76,2153.0,455.0,A6
77,1882.0,460.0,A6
78,1658.0,465.0,A6
79,1495.0,470.0,A6
80,1366.0,475.0,A6
81,1236.0,480.0,A6
82,1102.0,485.0,A6
83,1009.0,490.0,A6
84,902.0,495.0,A6
85,803.0,500.0,A6
86,724.0,505.0,A6
87,658.0,510.0,A6
88,597.0,515.0,A6
89,541.0,520.0,A6
90,498.0,525.0,A6
91,464.0,530.0,A6
92,426.0,535.0,A6
93,389.0,540.0,A6
94,357.0,545.0,A6
95,335.0,550.0,A6
96,311.0,555.0,A6
97,286.0,560.0,A6
98,266.0,565.0,A6
99,250.0,570.0,A6
100,229.0,575.0,A6
101,221.0,580.0,A6
102,203.0,585.0,A6
103,194.0,590.0,A6
104,178.0,595.0,A6
105,169.0,600.0,A6
