,fluorescence,wavelength (nm),Well
0,3240105.0,280.0,A5
1,2597149.0,285.0,A5
2,2108581.0,290.0,A5
3,1709813.0,295.0,A5
4,1405082.0,300.0,A5
5,1035475.0,305.0,A5
6,214769.0,310.0,A5
7,209161.0,315.0,A5
8,193562.0,320.0,A5
9,175044.0,325.0,A5
10,153107.0,330.0,A5
11,130489.0,335.0,A5
12,108495.0,340.0,A5
13,90099.0,345.0,A5
14,73762.0,350.0,A5
15,59970.0,355.0,A5
16,48412.0,360.0,A5
17,38990.0,365.0,A5
18,30522.0,370.0,A5
19,23488.0,375.0,A5
20,17243.0,380.0,A5
21,12332.0,385.0,A5
22,8932.0,390.0,A5
23,6697.0,395.0,A5
24,5333.0,400.0,A5
25,3736.0,405.0,A5
26,3107.0,410.0,A5
27,2522.0,415.0,A5
28,2029.0,420.0,A5
29,1673.0,425.0,A5
30,1433.0,430.0,A5
31,1245.0,435.0,A5
32,1056.0,440.0,A5
33,945.0,445.0,A5
34,809.0,450.0,A5
35,758.0,455.0,A5
36,604.0,460.0,A5
37,554.0,465.0,A5
38,524.0,470.0,A5
39,512.0,475.0,A5
40,451.0,480.0,A5
41,436.0,485.0,A5
42,429.0,490.0,A5
43,392.0,495.0,A5
44,363.0,500.0,A5
45,341.0,505.0,A5
46,324.0,510.0,A5
47,307.0,515.0,A5
48,288.0,520.0,A5
49,265.0,525.0,A5
50,256.0,530.0,A5
51,242.0,535.0,A5
52,238.0,540.0,A5
53,242.0,545.0,A5
54,244.0,550.0,A5
55,246.0,555.0,A5
56,244.0,560.0,A5
57,224.0,565.0,A5
58,201.0,570.0,A5
59,175.0,575.0,A5
60,145.0,580.0,A5
61,122.0,585.0,A5
62,111.0,590.0,A5
63,103.0,595.0,A5
64,90.0,600.0,A5
65,3322131.0,280.0,A6
66,2715397.0,285.0,A6
67,2251985.0,290.0,A6
68,1803917.0,295.0,A6
69,1488222.0,300.0,A6
70,939241.0,305.0,A6
71,164009.0,310.0,A6
72,150449.0,315.0,A6
73,131556.0,320.0,A6
74,106931.0,325.0,A6
75,89365.0,330.0,A6
76,70659.0,335.0,A6
77,53952.0,340.0,A6
78,43091.0,345.0,A6
79,32315.0,350.0,A6
80,25453.0,355.0,A6
81,20225.0,360.0,A6
82,15840.0,365.0,A6
83,12568.0,370.0,A6
84,9852.0,375.0,A6
85,7495.0,380.0,A6
86,5399.0,385.0,A6
87,3956.0,390.0,A6
88,2895.0,395.0,A6
89,2260.0,400.0,A6
90,1621.0,405.0,A6
91,1399.0,410.0,A6
92,1172.0,415.0,A6
93,953.0,420.0,A6
94,814.0,425.0,A6
95,706.0,430.0,A6
96,611.0,435.0,A6
97,539.0,440.0,A6
98,479.0,445.0,A6
99,415.0,450.0,A6
100,371.0,455.0,A6
101,334.0,460.0,A6
102,309.0,465.0,A6
103,298.0,470.0,A6
104,281.0,475.0,A6
105,264.0,480.0,A6
106,245.0,485.0,A6
107,235.0,490.0,A6
108,229.0,495.0,A6
109,209.0,500.0,A6
110,194.0,505.0,A6
111,185.0,510.0,A6
112,175.0,515.0,A6
113,165.0,520.0,A6
114,154.0,525.0,A6
115,145.0,530.0,A6
116,139.0,535.0,A6
117,145.0,540.0,A6
118,152.0,545.0,A6
119,158.0,550.0,A6
120,168.0,555.0,A6
121,169.0,560.0,A6
122,158.0,565.0,A6
123,140.0,570.0,A6
124,115.0,575.0,A6
125,92.0,580.0,A6
126,76.0,585.0,A6
127,69.0,590.0,A6
128,60.0,595.0,A6
129,57.0,600.0,A6
130,3314737.0,280.0,B6
131,2626437.0,285.0,B6
132,2106476.0,290.0,B6
133,1736930.0,295.0,B6
134,1429633.0,300.0,B6
135,927661.0,305.0,B6
136,147449.0,310.0,B6
137,135068.0,315.0,B6
138,117616.0,320.0,B6
139,97781.0,325.0,B6
140,79415.0,330.0,B6
141,63900.0,335.0,B6
142,49609.0,340.0,B6
143,38403.0,345.0,B6
144,29878.0,350.0,B6
145,22948.0,355.0,B6
146,18118.0,360.0,B6
