,fluorescence,wavelength (nm),Well
0,3290509.0,280.0,A5
1,2622202.0,285.0,A5
2,2129851.0,290.0,A5
3,1721324.0,295.0,A5
4,1420669.0,300.0,A5
5,753182.0,305.0,A5
6,140133.0,310.0,A5
7,130065.0,315.0,A5
8,117688.0,320.0,A5
9,101443.0,325.0,A5
10,84538.0,330.0,A5
11,68965.0,335.0,A5
12,55184.0,340.0,A5
13,44096.0,345.0,A5
14,34672.0,350.0,A5
15,27336.0,355.0,A5
16,21804.0,360.0,A5
17,17280.0,365.0,A5
18,13677.0,370.0,A5
19,10251.0,375.0,A5
20,7748.0,380.0,A5
21,5607.0,385.0,A5
22,4105.0,390.0,A5
23,3216.0,395.0,A5
24,2672.0,400.0,A5
25,2091.0,405.0,A5
26,1997.0,410.0,A5
27,1938.0,415.0,A5
28,2012.0,420.0,A5
29,2175.0,425.0,A5
30,2481.0,430.0,A5
31,2878.0,435.0,A5
32,3300.0,440.0,A5
33,3714.0,445.0,A5
34,4078.0,450.0,A5
35,4299.0,455.0,A5
36,4619.0,460.0,A5
37,5001.0,465.0,A5
38,5480.0,470.0,A5
39,6024.0,475.0,A5
40,6150.0,480.0,A5
41,7072.0,485.0,A5
42,7641.0,490.0,A5
43,7930.0,495.0,A5
44,8525.0,500.0,A5
45,7311.0,505.0,A5
46,8055.0,510.0,A5
47,6740.0,515.0,A5
48,6536.0,520.0,A5
49,6314.0,525.0,A5
50,6339.0,530.0,A5
51,5874.0,535.0,A5
52,5462.0,540.0,A5
53,5224.0,545.0,A5
54,4992.0,550.0,A5
55,4745.0,555.0,A5
56,4240.0,560.0,A5
57,3821.0,565.0,A5
58,3513.0,570.0,A5
59,3279.0,575.0,A5
60,3073.0,580.0,A5
61,2617.0,585.0,A5
62,2415.0,590.0,A5
63,2246.0,595.0,A5
64,2048.0,600.0,A5
65,3354864.0,280.0,A6
66,2848396.0,285.0,A6
67,2277818.0,290.0,A6
68,1908949.0,295.0,A6
69,1662863.0,300.0,A6
70,776822.0,305.0,A6
71,135775.0,310.0,A6
72,123873.0,315.0,A6
73,113291.0,320.0,A6
74,93894.0,325.0,A6
75,75834.0,330.0,A6
76,58533.0,335.0,A6
77,44903.0,340.0,A6
78,33623.0,345.0,A6
79,26032.0,350.0,A6
80,20012.0,355.0,A6
81,15807.0,360.0,A6
82,12913.0,365.0,A6
83,10118.0,370.0,A6
84,7608.0,375.0,A6
85,5823.0,380.0,A6
86,4561.0,385.0,A6
87,3245.0,390.0,A6
88,2481.0,395.0,A6
89,2062.0,400.0,A6
90,1580.0,405.0,A6
91,1539.0,410.0,A6
92,1579.0,415.0,A6
93,1665.0,420.0,A6
94,1814.0,425.0,A6
95,2052.0,430.0,A6
96,2361.0,435.0,A6
97,2721.0,440.0,A6
98,2903.0,445.0,A6
99,3020.0,450.0,A6
100,3131.0,455.0,A6
101,3204.0,460.0,A6
102,3303.0,465.0,A6
103,3468.0,470.0,A6
104,3600.0,475.0,A6
105,3644.0,480.0,A6
106,3601.0,485.0,A6
107,3558.0,490.0,A6
108,3505.0,495.0,A6
109,3509.0,500.0,A6
110,3714.0,505.0,A6
111,3514.0,510.0,A6
112,3121.0,515.0,A6
113,3189.0,520.0,A6
114,2947.0,525.0,A6
115,2601.0,530.0,A6
116,2520.0,535.0,A6
117,2349.0,540.0,A6
118,2191.0,545.0,A6
