,fluorescence,wavelength (nm),Well
0,3273369.0,280.0,A5
1,2574141.0,285.0,A5
2,2103408.0,290.0,A5
3,1713670.0,295.0,A5
4,1453103.0,300.0,A5
5,975650.0,305.0,A5
6,220864.0,310.0,A5
7,210649.0,315.0,A5
8,197640.0,320.0,A5
9,172527.0,325.0,A5
10,152984.0,330.0,A5
11,133165.0,335.0,A5
12,113435.0,340.0,A5
13,90286.0,345.0,A5
14,76776.0,350.0,A5
15,63353.0,355.0,A5
16,49985.0,360.0,A5
17,43281.0,365.0,A5
18,36277.0,370.0,A5
19,25609.0,375.0,A5
20,20232.0,380.0,A5
21,15062.0,385.0,A5
22,10742.0,390.0,A5
23,7659.0,395.0,A5
24,5440.0,400.0,A5
25,3648.0,405.0,A5
26,3028.0,410.0,A5
27,2568.0,415.0,A5
28,2058.0,420.0,A5
29,1741.0,425.0,A5
30,1502.0,430.0,A5
31,1390.0,435.0,A5
32,1244.0,440.0,A5
33,1312.0,445.0,A5
34,1230.0,450.0,A5
35,1240.0,455.0,A5
36,1086.0,460.0,A5
37,1063.0,465.0,A5
38,1029.0,470.0,A5
39,1064.0,475.0,A5
40,1094.0,480.0,A5
41,1140.0,485.0,A5
42,1163.0,490.0,A5
43,1161.0,495.0,A5
44,1106.0,500.0,A5
45,1102.0,505.0,A5
46,1068.0,510.0,A5
47,1021.0,515.0,A5
48,991.0,520.0,A5
49,995.0,525.0,A5
50,913.0,530.0,A5
51,876.0,535.0,A5
52,834.0,540.0,A5
53,817.0,545.0,A5
54,783.0,550.0,A5
55,772.0,555.0,A5
56,710.0,560.0,A5
57,702.0,565.0,A5
58,597.0,570.0,A5
59,537.0,575.0,A5
60,496.0,580.0,A5
61,447.0,585.0,A5
62,406.0,590.0,A5
63,377.0,595.0,A5
64,352.0,600.0,A5
65,3281037.0,280.0,A6
66,2774064.0,285.0,A6
67,2207514.0,290.0,A6
68,1851074.0,295.0,A6
69,1586756.0,300.0,A6
70,904274.0,305.0,A6
71,166171.0,310.0,A6
72,157588.0,315.0,A6
73,131335.0,320.0,A6
74,106562.0,325.0,A6
75,85448.0,330.0,A6
76,67921.0,335.0,A6
77,53782.0,340.0,A6
78,41321.0,345.0,A6
79,31366.0,350.0,A6
80,24682.0,355.0,A6
81,19445.0,360.0,A6
82,15292.0,365.0,A6
83,12238.0,370.0,A6
