,fluorescence,wavelength (nm),Well
0,3238808.0,280.0,A5
1,2586380.0,285.0,A5
2,2099589.0,290.0,A5
3,1704551.0,295.0,A5
4,1400775.0,300.0,A5
5,963739.0,305.0,A5
6,198003.0,310.0,A5
7,192860.0,315.0,A5
8,177189.0,320.0,A5
9,157408.0,325.0,A5
10,135418.0,330.0,A5
11,115371.0,335.0,A5
12,95346.0,340.0,A5
13,79290.0,345.0,A5
14,64213.0,350.0,A5
15,51815.0,355.0,A5
16,41865.0,360.0,A5
17,33318.0,365.0,A5
18,26062.0,370.0,A5
19,19957.0,375.0,A5
20,14707.0,380.0,A5
21,10494.0,385.0,A5
22,7591.0,390.0,A5
23,5661.0,395.0,A5
24,4553.0,400.0,A5
25,3284.0,405.0,A5
26,2738.0,410.0,A5
27,2289.0,415.0,A5
28,1889.0,420.0,A5
29,1671.0,425.0,A5
30,1529.0,430.0,A5
31,1458.0,435.0,A5
32,1400.0,440.0,A5
33,1416.0,445.0,A5
34,1484.0,450.0,A5
35,1552.0,455.0,A5
36,2054.0,460.0,A5
37,2496.0,465.0,A5
38,2793.0,470.0,A5
39,2848.0,475.0,A5
40,2477.0,480.0,A5
41,2374.0,485.0,A5
42,2472.0,490.0,A5
43,2497.0,495.0,A5
44,2621.0,500.0,A5
45,2613.0,505.0,A5
46,2567.0,510.0,A5
47,2356.0,515.0,A5
48,2366.0,520.0,A5
49,2159.0,525.0,A5
50,2224.0,530.0,A5
51,2103.0,535.0,A5
52,1954.0,540.0,A5
53,1871.0,545.0,A5
54,1738.0,550.0,A5
55,1708.0,555.0,A5
56,1557.0,560.0,A5
57,1438.0,565.0,A5
58,1354.0,570.0,A5
59,1191.0,575.0,A5
60,1141.0,580.0,A5
61,1024.0,585.0,A5
62,938.0,590.0,A5
63,885.0,595.0,A5
64,878.0,600.0,A5
65,3506054.0,280.0,A6
66,3390481.0,285.0,A6
67,3203363.0,290.0,A6
68,2410169.0,295.0,A6
69,1728849.0,300.0,A6
70,965656.0,305.0,A6
71,179615.0,310.0,A6
72,160155.0,315.0,A6
73,140174.0,320.0,A6
74,111355.0,325.0,A6
75,86762.0,330.0,A6
76,69650.0,335.0,A6
77,56349.0,340.0,A6
78,44078.0,345.0,A6
79,34129.0,350.0,A6
80,26020.0,355.0,A6
81,20266.0,360.0,A6
82,15366.0,365.0,A6
83,13055.0,370.0,A6
84,10526.0,375.0,A6
85,7506.0,380.0,A6
86,5302.0,385.0,A6
87,3797.0,390.0,A6
88,3034.0,395.0,A6
89,2414.0,400.0,A6
90,1619.0,405.0,A6
91,1414.0,410.0,A6
92,1178.0,415.0,A6
93,1042.0,420.0,A6
94,896.0,425.0,A6
95,801.0,430.0,A6
96,721.0,435.0,A6
97,682.0,440.0,A6
98,746.0,445.0,A6
99,630.0,450.0,A6
100,631.0,455.0,A6
101,583.0,460.0,A6
102,529.0,465.0,A6
103,539.0,470.0,A6
104,521.0,475.0,A6
105,496.0,480.0,A6
106,501.0,485.0,A6
107,482.0,490.0,A6
108,463.0,495.0,A6
109,453.0,500.0,A6
110,422.0,505.0,A6
111,407.0,510.0,A6
112,399.0,515.0,A6
113,380.0,520.0,A6
114,361.0,525.0,A6
115,346.0,530.0,A6
116,336.0,535.0,A6
117,320.0,540.0,A6
118,318.0,545.0,A6
119,319.0,550.0,A6
120,313.0,555.0,A6
121,308.0,560.0,A6
122,287.0,565.0,A6
123,259.0,570.0,A6
124,226.0,575.0,A6
125,198.0,580.0,A6
126,176.0,585.0,A6
127,159.0,590.0,A6
128,144.0,595.0,A6
129,133.0,600.0,A6
130,3329704.0,280.0,B6
131,2618794.0,285.0,B6
132,2135423.0,290.0,B6
133,1767850.0,295.0,B6
134,1436384.0,300.0,B6
135,880207.0,305.0,B6
136,142118.0,310.0,B6
137,130919.0,315.0,B6
138,114659.0,320.0,B6
139,95750.0,325.0,B6
140,77008.0,330.0,B6
141,61609.0,335.0,B6
142,48057.0,340.0,B6
143,37663.0,345.0,B6
144,28768.0,350.0,B6
145,22297.0,355.0,B6
146,17561.0,360.0,B6
147,13855.0,365.0,B6
148,10985.0,370.0,B6
149,8517.0,375.0,B6
150,6418.0,380.0,B6
151,4622.0,385.0,B6
152,3355.0,390.0,B6
153,2529.0,395.0,B6
154,2028.0,400.0,B6
155,1450.0,405.0,B6
156,1232.0,410.0,B6
157,1047.0,415.0,B6
158,863.0,420.0,B6
159,749.0,425.0,B6
160,666.0,430.0,B6
161,615.0,435.0,B6
162,555.0,440.0,B6
163,524.0,445.0,B6
164,475.0,450.0,B6
165,439.0,455.0,B6
166,418.0,460.0,B6
167,404.0,465.0,B6
168,401.0,470.0,B6
169,396.0,475.0,B6
170,380.0,480.0,B6
171,378.0,485.0,B6
172,367.0,490.0,B6
173,353.0,495.0,B6
174,340.0,500.0,B6
175,331.0,505.0,B6
176,313.0,510.0,B6
177,302.0,515.0,B6
178,287.0,520.0,B6
179,274.0,525.0,B6
180,260.0,530.0,B6
181,258.0,535.0,B6
182,250.0,540.0,B6
183,249.0,545.0,B6
184,253.0,550.0,B6
185,260.0,555.0,B6
186,257.0,560.0,B6
187,240.0,565.0,B6
188,209.0,570.0,B6
189,185.0,575.0,B6
190,156.0,580.0,B6
191,140.0,585.0,B6
192,127.0,590.0,B6
193,116.0,595.0,B6
194,108.0,600.0,B6
195,3326836.0,280.0,B5
196,2670313.0,285.0,B5
197,2148155.0,290.0,B5
198,1745390.0,295.0,B5
199,1427807.0,300.0,B5
200,951135.0,305.0,B5
201,198666.0,310.0,B5
202,194145.0,315.0,B5
