,fluorescence,wavelength (nm),Well
0,423167.0,340.0,A5
1,374082.0,345.0,A5
2,330978.0,350.0,A5
3,296505.0,355.0,A5
4,266705.0,360.0,A5
5,238237.0,365.0,A5
6,23319.0,370.0,A5
7,20092.0,375.0,A5
8,18189.0,380.0,A5
9,15505.0,385.0,A5
10,12928.0,390.0,A5
11,11165.0,395.0,A5
12,10075.0,400.0,A5
13,8067.0,405.0,A5
14,7516.0,410.0,A5
15,6887.0,415.0,A5
16,6153.0,420.0,A5
17,5594.0,425.0,A5
18,5153.0,430.0,A5
19,4804.0,435.0,A5
20,4547.0,440.0,A5
21,4262.0,445.0,A5
22,3976.0,450.0,A5
23,3766.0,455.0,A5
24,3569.0,460.0,A5
25,3500.0,465.0,A5
26,3482.0,470.0,A5
27,3507.0,475.0,A5
28,3447.0,480.0,A5
29,3344.0,485.0,A5
30,3294.0,490.0,A5
31,3246.0,495.0,A5
32,3150.0,500.0,A5
33,3000.0,505.0,A5
34,2898.0,510.0,A5
35,2768.0,515.0,A5
36,2651.0,520.0,A5
37,2507.0,525.0,A5
38,2378.0,530.0,A5
39,2244.0,535.0,A5
40,2129.0,540.0,A5
41,1971.0,545.0,A5
42,1865.0,550.0,A5
43,1758.0,555.0,A5
44,1626.0,560.0,A5
45,1508.0,565.0,A5
46,1410.0,570.0,A5
47,1317.0,575.0,A5
48,1220.0,580.0,A5
49,1123.0,585.0,A5
50,1056.0,590.0,A5
51,984.0,595.0,A5
52,899.0,600.0,A5
53,426411.0,340.0,A6
54,372866.0,345.0,A6
55,335610.0,350.0,A6
56,296995.0,355.0,A6
57,267001.0,360.0,A6
58,236666.0,365.0,A6
59,23468.0,370.0,A6
60,20216.0,375.0,A6
61,18075.0,380.0,A6
62,15485.0,385.0,A6
63,12771.0,390.0,A6
64,10969.0,395.0,A6
65,9840.0,400.0,A6
66,7823.0,405.0,A6
67,7282.0,410.0,A6
68,6554.0,415.0,A6
69,5853.0,420.0,A6
70,5301.0,425.0,A6
71,4856.0,430.0,A6
72,4493.0,435.0,A6
73,4166.0,440.0,A6
74,3923.0,445.0,A6
75,3624.0,450.0,A6
76,3350.0,455.0,A6
77,3114.0,460.0,A6
78,2968.0,465.0,A6
79,2874.0,470.0,A6
80,2801.0,475.0,A6
81,2725.0,480.0,A6
82,2631.0,485.0,A6
83,2511.0,490.0,A6
84,2410.0,495.0,A6
85,2271.0,500.0,A6
86,2145.0,505.0,A6
87,2034.0,510.0,A6
88,1922.0,515.0,A6
89,1806.0,520.0,A6
90,1699.0,525.0,A6
91,1622.0,530.0,A6
92,1497.0,535.0,A6
93,1400.0,540.0,A6
94,1324.0,545.0,A6
95,1230.0,550.0,A6
96,1144.0,555.0,A6
97,1086.0,560.0,A6
98,987.0,565.0,A6
99,940.0,570.0,A6
100,868.0,575.0,A6
101,804.0,580.0,A6
102,764.0,585.0,A6
103,702.0,590.0,A6
104,665.0,595.0,A6
105,617.0,600.0,A6
106,427337.0,340.0,B6
107,375673.0,345.0,B6
108,330519.0,350.0,B6
109,297433.0,355.0,B6
110,266619.0,360.0,B6
111,240879.0,365.0,B6
112,21180.0,370.0,B6
113,17786.0,375.0,B6
114,16018.0,380.0,B6
115,13715.0,385.0,B6
116,11386.0,390.0,B6
117,9748.0,395.0,B6
118,8685.0,400.0,B6
119,6961.0,405.0,B6
120,6440.0,410.0,B6
121,5807.0,415.0,B6
122,5149.0,420.0,B6
123,4625.0,425.0,B6
124,4200.0,430.0,B6
125,3854.0,435.0,B6
126,3534.0,440.0,B6
127,3310.0,445.0,B6
128,3039.0,450.0,B6
129,2778.0,455.0,B6
130,2581.0,460.0,B6
131,2454.0,465.0,B6
132,2370.0,470.0,B6
133,2301.0,475.0,B6
134,2227.0,480.0,B6
135,2137.0,485.0,B6
136,2043.0,490.0,B6
137,1965.0,495.0,B6
138,1863.0,500.0,B6
139,1752.0,505.0,B6
140,1651.0,510.0,B6
141,1557.0,515.0,B6
142,1481.0,520.0,B6
143,1388.0,525.0,B6
144,1304.0,530.0,B6
145,1238.0,535.0,B6
146,1138.0,540.0,B6
147,1092.0,545.0,B6
148,1007.0,550.0,B6
149,941.0,555.0,B6
150,879.0,560.0,B6
151,823.0,565.0,B6
152,766.0,570.0,B6
153,716.0,575.0,B6
154,662.0,580.0,B6
155,624.0,585.0,B6
156,579.0,590.0,B6
157,544.0,595.0,B6
158,510.0,600.0,B6
159,431511.0,340.0,B5
160,373159.0,345.0,B5
161,333812.0,350.0,B5
162,296159.0,355.0,B5
163,267178.0,360.0,B5
164,239950.0,365.0,B5
165,21702.0,370.0,B5
166,18587.0,375.0,B5
167,17008.0,380.0,B5
168,14568.0,385.0,B5
