,fluorescence,wavelength (nm),Well
0,417455.0,340.0,A5
1,368243.0,345.0,A5
2,327161.0,350.0,A5
3,293260.0,355.0,A5
4,265587.0,360.0,A5
5,236470.0,365.0,A5
6,26506.0,370.0,A5
7,21216.0,375.0,A5
8,19165.0,380.0,A5
9,16395.0,385.0,A5
10,13570.0,390.0,A5
11,11686.0,395.0,A5
12,10388.0,400.0,A5
13,8249.0,405.0,A5
14,7553.0,410.0,A5
15,6738.0,415.0,A5
16,5960.0,420.0,A5
17,5183.0,425.0,A5
18,4547.0,430.0,A5
19,4012.0,435.0,A5
20,3520.0,440.0,A5
21,3055.0,445.0,A5
22,2638.0,450.0,A5
23,2255.0,455.0,A5
24,1964.0,460.0,A5
25,1741.0,465.0,A5
26,1567.0,470.0,A5
27,1439.0,475.0,A5
28,1303.0,480.0,A5
29,1165.0,485.0,A5
30,1060.0,490.0,A5
31,946.0,495.0,A5
32,861.0,500.0,A5
33,768.0,505.0,A5
34,698.0,510.0,A5
35,634.0,515.0,A5
36,585.0,520.0,A5
37,532.0,525.0,A5
38,487.0,530.0,A5
39,451.0,535.0,A5
40,412.0,540.0,A5
41,379.0,545.0,A5
42,348.0,550.0,A5
43,324.0,555.0,A5
44,302.0,560.0,A5
45,280.0,565.0,A5
46,263.0,570.0,A5
47,241.0,575.0,A5
48,226.0,580.0,A5
49,214.0,585.0,A5
50,198.0,590.0,A5
51,187.0,595.0,A5
52,177.0,600.0,A5
53,426006.0,340.0,A6
54,370469.0,345.0,A6
55,330757.0,350.0,A6
56,295890.0,355.0,A6
57,265817.0,360.0,A6
58,238767.0,365.0,A6
59,26402.0,370.0,A6
60,21434.0,375.0,A6
61,19259.0,380.0,A6
62,16350.0,385.0,A6
63,13582.0,390.0,A6
64,11562.0,395.0,A6
65,10273.0,400.0,A6
66,8107.0,405.0,A6
67,7424.0,410.0,A6
68,6667.0,415.0,A6
69,5769.0,420.0,A6
70,5069.0,425.0,A6
71,4425.0,430.0,A6
72,3897.0,435.0,A6
73,3384.0,440.0,A6
74,2995.0,445.0,A6
75,2574.0,450.0,A6
76,2201.0,455.0,A6
77,1901.0,460.0,A6
78,1695.0,465.0,A6
79,1515.0,470.0,A6
80,1382.0,475.0,A6
81,1255.0,480.0,A6
82,1125.0,485.0,A6
83,1022.0,490.0,A6
84,914.0,495.0,A6
85,810.0,500.0,A6
86,738.0,505.0,A6
87,658.0,510.0,A6
88,599.0,515.0,A6
89,541.0,520.0,A6
90,502.0,525.0,A6
91,459.0,530.0,A6
92,419.0,535.0,A6
93,384.0,540.0,A6
94,356.0,545.0,A6
95,329.0,550.0,A6
96,302.0,555.0,A6
97,280.0,560.0,A6
98,260.0,565.0,A6
99,247.0,570.0,A6
100,229.0,575.0,A6
101,217.0,580.0,A6
102,199.0,585.0,A6
103,188.0,590.0,A6
104,174.0,595.0,A6
105,163.0,600.0,A6
106,428607.0,340.0,B6
107,373183.0,345.0,B6
108,331544.0,350.0,B6
109,295790.0,355.0,B6
110,265728.0,360.0,B6
111,238550.0,365.0,B6
112,23777.0,370.0,B6
113,19145.0,375.0,B6
114,17142.0,380.0,B6
115,14581.0,385.0,B6
116,12035.0,390.0,B6
117,10312.0,395.0,B6
118,9089.0,400.0,B6
119,7182.0,405.0,B6
120,6535.0,410.0,B6
121,5819.0,415.0,B6
122,5069.0,420.0,B6
123,4401.0,425.0,B6
124,3874.0,430.0,B6
125,3399.0,435.0,B6
126,2951.0,440.0,B6
127,2593.0,445.0,B6
128,2231.0,450.0,B6
129,1906.0,455.0,B6
130,1668.0,460.0,B6
131,1489.0,465.0,B6
132,1334.0,470.0,B6
133,1224.0,475.0,B6
134,1106.0,480.0,B6
135,990.0,485.0,B6
136,905.0,490.0,B6
137,817.0,495.0,B6
138,731.0,500.0,B6
139,649.0,505.0,B6
140,589.0,510.0,B6
141,542.0,515.0,B6
142,500.0,520.0,B6
143,456.0,525.0,B6
144,414.0,530.0,B6
145,389.0,535.0,B6
146,346.0,540.0,B6
147,331.0,545.0,B6
148,300.0,550.0,B6
149,280.0,555.0,B6
150,257.0,560.0,B6
151,242.0,565.0,B6
152,228.0,570.0,B6
153,210.0,575.0,B6
154,200.0,580.0,B6
155,184.0,585.0,B6
156,173.0,590.0,B6
157,164.0,595.0,B6
158,154.0,600.0,B6
159,430518.0,340.0,B5
160,372239.0,345.0,B5
161,331516.0,350.0,B5
162,298263.0,355.0,B5
163,268148.0,360.0,B5
164,238525.0,365.0,B5
165,24439.0,370.0,B5
166,19816.0,375.0,B5
167,17796.0,380.0,B5
168,15294.0,385.0,B5
169,12696.0,390.0,B5
170,10820.0,395.0,B5
171,9636.0,400.0,B5
172,7602.0,405.0,B5
173,6946.0,410.0,B5
174,6220.0,415.0,B5
175,5376.0,420.0,B5
176,4708.0,425.0,B5
177,4140.0,430.0,B5
178,3632.0,435.0,B5
179,3185.0,440.0,B5
180,2788.0,445.0,B5
181,2436.0,450.0,B5
182,2078.0,455.0,B5
183,1795.0,460.0,B5
184,1589.0,465.0,B5
185,1437.0,470.0,B5
186,1303.0,475.0,B5
187,1178.0,480.0,B5
188,1062.0,485.0,B5
189,957.0,490.0,B5
190,878.0,495.0,B5
191,782.0,500.0,B5
192,700.0,505.0,B5
193,632.0,510.0,B5
194,575.0,515.0,B5
195,526.0,520.0,B5
196,478.0,525.0,B5
197,442.0,530.0,B5
198,406.0,535.0,B5
199,380.0,540.0,B5
200,346.0,545.0,B5
201,319.0,550.0,B5
202,295.0,555.0,B5
203,274.0,560.0,B5
204,252.0,565.0,B5
205,239.0,570.0,B5
206,217.0,575.0,B5
207,201.0,580.0,B5
208,190.0,585.0,B5
209,180.0,590.0,B5
210,169.0,595.0,B5
211,158.0,600.0,B5
212,426861.0,340.0,C5
213,371624.0,345.0,C5
214,331706.0,350.0,C5
215,299111.0,355.0,C5
216,266392.0,360.0,C5
217,241337.0,365.0,C5
218,21466.0,370.0,C5
219,16906.0,375.0,C5
220,15259.0,380.0,C5
221,13070.0,385.0,C5
222,10913.0,390.0,C5
223,9361.0,395.0,C5
224,8407.0,400.0,C5
225,6720.0,405.0,C5
226,6138.0,410.0,C5
227,5600.0,415.0,C5
228,4875.0,420.0,C5
229,4312.0,425.0,C5
230,3817.0,430.0,C5
231,3373.0,435.0,C5
232,2958.0,440.0,C5
233,2636.0,445.0,C5
234,2294.0,450.0,C5
235,1996.0,455.0,C5
236,1738.0,460.0,C5
237,1555.0,465.0,C5
238,1395.0,470.0,C5
239,1298.0,475.0,C5
240,1185.0,480.0,C5
241,1066.0,485.0,C5
242,966.0,490.0,C5
243,884.0,495.0,C5
244,799.0,500.0,C5
245,725.0,505.0,C5
246,656.0,510.0,C5
247,597.0,515.0,C5
248,549.0,520.0,C5
249,499.0,525.0,C5
250,463.0,530.0,C5
251,427.0,535.0,C5
252,391.0,540.0,C5
253,368.0,545.0,C5
254,335.0,550.0,C5
255,312.0,555.0,C5
256,294.0,560.0,C5
257,268.0,565.0,C5
258,251.0,570.0,C5
259,230.0,575.0,C5
260,216.0,580.0,C5
261,199.0,585.0,C5
262,184.0,590.0,C5
263,175.0,595.0,C5
264,165.0,600.0,C5
265,425805.0,340.0,C6
266,375429.0,345.0,C6
267,332278.0,350.0,C6
268,298345.0,355.0,C6
269,265520.0,360.0,C6
270,240698.0,365.0,C6
271,21238.0,370.0,C6
272,16569.0,375.0,C6
273,14922.0,380.0,C6
274,12577.0,385.0,C6
275,10445.0,390.0,C6
276,8915.0,395.0,C6
277,7897.0,400.0,C6
278,6258.0,405.0,C6
279,5714.0,410.0,C6
280,5118.0,415.0,C6
281,4480.0,420.0,C6
282,3869.0,425.0,C6
283,3430.0,430.0,C6
284,3048.0,435.0,C6
285,2638.0,440.0,C6
286,2343.0,445.0,C6
287,2035.0,450.0,C6
288,1745.0,455.0,C6
289,1531.0,460.0,C6
290,1364.0,465.0,C6
291,1236.0,470.0,C6
292,1132.0,475.0,C6
293,1026.0,480.0,C6
294,938.0,485.0,C6
295,843.0,490.0,C6
296,780.0,495.0,C6
297,700.0,500.0,C6
298,624.0,505.0,C6
299,575.0,510.0,C6
300,524.0,515.0,C6
301,477.0,520.0,C6
302,434.0,525.0,C6
303,410.0,530.0,C6
304,374.0,535.0,C6
305,343.0,540.0,C6
306,317.0,545.0,C6
307,292.0,550.0,C6
308,280.0,555.0,C6
309,256.0,560.0,C6
310,241.0,565.0,C6
311,219.0,570.0,C6
312,207.0,575.0,C6
313,195.0,580.0,C6
314,176.0,585.0,C6
315,168.0,590.0,C6
316,159.0,595.0,C6
317,150.0,600.0,C6
318,428914.0,340.0,D6
319,374043.0,345.0,D6
320,334512.0,350.0,D6
321,297748.0,355.0,D6
322,267344.0,360.0,D6
323,241658.0,365.0,D6
324,21989.0,370.0,D6
325,17455.0,375.0,D6
326,15734.0,380.0,D6
327,13355.0,385.0,D6
328,11055.0,390.0,D6
329,9417.0,395.0,D6
330,8401.0,400.0,D6
331,6645.0,405.0,D6
332,6064.0,410.0,D6
333,5406.0,415.0,D6
334,4756.0,420.0,D6
335,4121.0,425.0,D6
336,3628.0,430.0,D6
337,3195.0,435.0,D6
338,2817.0,440.0,D6
339,2459.0,445.0,D6
340,2130.0,450.0,D6
341,1839.0,455.0,D6
342,1600.0,460.0,D6
343,1423.0,465.0,D6
344,1293.0,470.0,D6
345,1191.0,475.0,D6
346,1076.0,480.0,D6
347,970.0,485.0,D6
348,871.0,490.0,D6
349,800.0,495.0,D6
350,725.0,500.0,D6
351,654.0,505.0,D6
352,592.0,510.0,D6
353,539.0,515.0,D6
354,498.0,520.0,D6
355,450.0,525.0,D6
356,418.0,530.0,D6
357,382.0,535.0,D6
358,353.0,540.0,D6
