,fluorescence,wavelength (nm),Well
0,3255300.0,280.0,A5
1,2574188.0,285.0,A5
2,2090923.0,290.0,A5
3,1705841.0,295.0,A5
4,1407282.0,300.0,A5
5,1054725.0,305.0,A5
6,222748.0,310.0,A5
7,216745.0,315.0,A5
8,201767.0,320.0,A5
9,181247.0,325.0,A5
10,158588.0,330.0,A5
11,135876.0,335.0,A5
12,113914.0,340.0,A5
13,94794.0,345.0,A5
14,77780.0,350.0,A5
15,62998.0,355.0,A5
16,51291.0,360.0,A5
17,41217.0,365.0,A5
18,32285.0,370.0,A5
19,24799.0,375.0,A5
20,18261.0,380.0,A5
21,13023.0,385.0,A5
22,9263.0,390.0,A5
23,6904.0,395.0,A5
24,5535.0,400.0,A5
25,3974.0,405.0,A5
26,3258.0,410.0,A5
27,2652.0,415.0,A5
28,2075.0,420.0,A5
29,1691.0,425.0,A5
30,1405.0,430.0,A5
31,1143.0,435.0,A5
32,963.0,440.0,A5
33,804.0,445.0,A5
34,670.0,450.0,A5
35,571.0,455.0,A5
36,484.0,460.0,A5
37,429.0,465.0,A5
38,390.0,470.0,A5
39,357.0,475.0,A5
40,342.0,480.0,A5
41,346.0,485.0,A5
42,381.0,490.0,A5
43,384.0,495.0,A5
44,312.0,500.0,A5
45,283.0,505.0,A5
46,246.0,510.0,A5
47,213.0,515.0,A5
48,201.0,520.0,A5
49,191.0,525.0,A5
50,173.0,530.0,A5
51,173.0,535.0,A5
52,169.0,540.0,A5
53,176.0,545.0,A5
54,181.0,550.0,A5
55,193.0,555.0,A5
56,194.0,560.0,A5
57,178.0,565.0,A5
58,152.0,570.0,A5
59,126.0,575.0,A5
60,101.0,580.0,A5
61,83.0,585.0,A5
62,71.0,590.0,A5
63,67.0,595.0,A5
64,64.0,600.0,A5
65,3273356.0,280.0,A6
66,2726757.0,285.0,A6
67,2189593.0,290.0,A6
68,1797826.0,295.0,A6
69,1488954.0,300.0,A6
70,968415.0,305.0,A6
71,173823.0,310.0,A6
72,157716.0,315.0,A6
73,133920.0,320.0,A6
74,123010.0,325.0,A6
75,106977.0,330.0,A6
76,83555.0,335.0,A6
77,65038.0,340.0,A6
78,50249.0,345.0,A6
79,40050.0,350.0,A6
80,28661.0,355.0,A6
81,22542.0,360.0,A6
82,17319.0,365.0,A6
83,14838.0,370.0,A6
84,11588.0,375.0,A6
85,8768.0,380.0,A6
86,6582.0,385.0,A6
87,4557.0,390.0,A6
88,3197.0,395.0,A6
89,2654.0,400.0,A6
90,1736.0,405.0,A6
91,1456.0,410.0,A6
92,1200.0,415.0,A6
93,1041.0,420.0,A6
94,895.0,425.0,A6
95,802.0,430.0,A6
96,727.0,435.0,A6
97,596.0,440.0,A6
98,515.0,445.0,A6
99,436.0,450.0,A6
100,393.0,455.0,A6
101,350.0,460.0,A6
102,318.0,465.0,A6
103,295.0,470.0,A6
104,283.0,475.0,A6
105,256.0,480.0,A6
106,248.0,485.0,A6
107,232.0,490.0,A6
108,225.0,495.0,A6
109,204.0,500.0,A6
110,201.0,505.0,A6
111,188.0,510.0,A6
112,177.0,515.0,A6
113,166.0,520.0,A6
114,163.0,525.0,A6
115,147.0,530.0,A6
116,141.0,535.0,A6
117,137.0,540.0,A6
118,147.0,545.0,A6
119,162.0,550.0,A6
120,169.0,555.0,A6
121,174.0,560.0,A6
122,163.0,565.0,A6
123,138.0,570.0,A6
124,111.0,575.0,A6
125,95.0,580.0,A6
126,73.0,585.0,A6
127,66.0,590.0,A6
128,61.0,595.0,A6
129,54.0,600.0,A6
130,3391451.0,280.0,B6
131,2689992.0,285.0,B6
132,2156000.0,290.0,B6
133,1793524.0,295.0,B6
134,1459375.0,300.0,B6
135,970075.0,305.0,B6
136,157014.0,310.0,B6
137,142411.0,315.0,B6
138,125442.0,320.0,B6
139,105007.0,325.0,B6
140,83647.0,330.0,B6
141,66405.0,335.0,B6
142,51450.0,340.0,B6
143,40505.0,345.0,B6
144,31201.0,350.0,B6
145,23858.0,355.0,B6
146,19288.0,360.0,B6
147,15419.0,365.0,B6
148,11967.0,370.0,B6
149,9349.0,375.0,B6
150,7075.0,380.0,B6
151,5019.0,385.0,B6
152,3625.0,390.0,B6
153,2740.0,395.0,B6
154,2182.0,400.0,B6
155,1553.0,405.0,B6
156,1308.0,410.0,B6
157,1100.0,415.0,B6
158,890.0,420.0,B6
159,754.0,425.0,B6
160,645.0,430.0,B6
161,550.0,435.0,B6
162,474.0,440.0,B6
163,430.0,445.0,B6
164,383.0,450.0,B6
165,340.0,455.0,B6
166,296.0,460.0,B6
167,280.0,465.0,B6
168,264.0,470.0,B6
169,252.0,475.0,B6
170,234.0,480.0,B6
171,222.0,485.0,B6
172,213.0,490.0,B6
173,202.0,495.0,B6
174,193.0,500.0,B6
175,181.0,505.0,B6
176,168.0,510.0,B6
177,160.0,515.0,B6
178,150.0,520.0,B6
179,141.0,525.0,B6
180,132.0,530.0,B6
181,128.0,535.0,B6
182,128.0,540.0,B6
183,143.0,545.0,B6
184,154.0,550.0,B6
185,164.0,555.0,B6
186,169.0,560.0,B6
187,153.0,565.0,B6
188,135.0,570.0,B6
189,106.0,575.0,B6
190,87.0,580.0,B6
191,71.0,585.0,B6
192,64.0,590.0,B6
193,60.0,595.0,B6
194,54.0,600.0,B6
195,3312692.0,280.0,B5
196,2597740.0,285.0,B5
197,2118096.0,290.0,B5
198,1730883.0,295.0,B5
199,1414076.0,300.0,B5
200,1068812.0,305.0,B5
201,218178.0,310.0,B5
202,213642.0,315.0,B5
203,198446.0,320.0,B5
204,179641.0,325.0,B5
205,158410.0,330.0,B5
206,135334.0,335.0,B5
207,113879.0,340.0,B5
208,95837.0,345.0,B5
209,78702.0,350.0,B5
210,64474.0,355.0,B5
211,52770.0,360.0,B5
212,42056.0,365.0,B5
213,33157.0,370.0,B5
214,25345.0,375.0,B5
215,18808.0,380.0,B5
216,13472.0,385.0,B5
217,9682.0,390.0,B5
218,7209.0,395.0,B5
219,5738.0,400.0,B5
220,4094.0,405.0,B5
221,3339.0,410.0,B5
222,2668.0,415.0,B5
223,2134.0,420.0,B5
