,fluorescence,wavelength (nm),Well
0,411948.0,340.0,A5
1,364950.0,345.0,A5
2,326803.0,350.0,A5
3,292374.0,355.0,A5
4,261987.0,360.0,A5
5,234276.0,365.0,A5
6,25551.0,370.0,A5
7,20621.0,375.0,A5
8,18466.0,380.0,A5
9,15829.0,385.0,A5
10,13243.0,390.0,A5
11,11418.0,395.0,A5
12,10163.0,400.0,A5
13,8125.0,405.0,A5
14,7419.0,410.0,A5
15,6677.0,415.0,A5
16,5887.0,420.0,A5
17,5190.0,425.0,A5
18,4614.0,430.0,A5
19,4058.0,435.0,A5
20,3620.0,440.0,A5
21,3269.0,445.0,A5
22,2827.0,450.0,A5
23,2525.0,455.0,A5
24,2271.0,460.0,A5
25,2073.0,465.0,A5
26,1932.0,470.0,A5
27,1850.0,475.0,A5
28,1725.0,480.0,A5
29,1638.0,485.0,A5
30,1544.0,490.0,A5
31,1456.0,495.0,A5
32,1370.0,500.0,A5
33,1283.0,505.0,A5
34,1211.0,510.0,A5
35,1133.0,515.0,A5
36,1065.0,520.0,A5
37,1011.0,525.0,A5
38,955.0,530.0,A5
39,878.0,535.0,A5
40,826.0,540.0,A5
41,779.0,545.0,A5
42,720.0,550.0,A5
43,680.0,555.0,A5
44,623.0,560.0,A5
45,578.0,565.0,A5
46,543.0,570.0,A5
47,503.0,575.0,A5
48,468.0,580.0,A5
49,434.0,585.0,A5
50,400.0,590.0,A5
51,377.0,595.0,A5
52,352.0,600.0,A5
53,413991.0,340.0,A6
54,367488.0,345.0,A6
55,327281.0,350.0,A6
56,293485.0,355.0,A6
57,263484.0,360.0,A6
58,236246.0,365.0,A6
59,25710.0,370.0,A6
60,20834.0,375.0,A6
61,18600.0,380.0,A6
62,15914.0,385.0,A6
63,13020.0,390.0,A6
64,11211.0,395.0,A6
65,9952.0,400.0,A6
66,7923.0,405.0,A6
67,7268.0,410.0,A6
68,6526.0,415.0,A6
69,5696.0,420.0,A6
70,5028.0,425.0,A6
71,4392.0,430.0,A6
72,3872.0,435.0,A6
73,3412.0,440.0,A6
74,3020.0,445.0,A6
75,2613.0,450.0,A6
76,2251.0,455.0,A6
77,1977.0,460.0,A6
78,1756.0,465.0,A6
79,1603.0,470.0,A6
80,1476.0,475.0,A6
81,1354.0,480.0,A6
82,1226.0,485.0,A6
83,1110.0,490.0,A6
84,1028.0,495.0,A6
85,924.0,500.0,A6
86,838.0,505.0,A6
87,769.0,510.0,A6
88,698.0,515.0,A6
89,652.0,520.0,A6
90,593.0,525.0,A6
91,555.0,530.0,A6
92,514.0,535.0,A6
93,465.0,540.0,A6
94,437.0,545.0,A6
95,411.0,550.0,A6
96,377.0,555.0,A6
97,351.0,560.0,A6
98,327.0,565.0,A6
99,309.0,570.0,A6
100,288.0,575.0,A6
101,265.0,580.0,A6
102,254.0,585.0,A6
103,232.0,590.0,A6
104,221.0,595.0,A6
105,210.0,600.0,A6
106,423981.0,340.0,B6
107,367086.0,345.0,B6
108,331195.0,350.0,B6
109,294117.0,355.0,B6
110,267227.0,360.0,B6
111,238077.0,365.0,B6
112,23343.0,370.0,B6
113,18663.0,375.0,B6
114,16779.0,380.0,B6
115,14140.0,385.0,B6
116,11677.0,390.0,B6
117,10019.0,395.0,B6
118,8857.0,400.0,B6
119,7057.0,405.0,B6
120,6493.0,410.0,B6
121,5795.0,415.0,B6
122,4974.0,420.0,B6
123,4377.0,425.0,B6
124,3864.0,430.0,B6
125,3382.0,435.0,B6
126,2971.0,440.0,B6
127,2623.0,445.0,B6
128,2257.0,450.0,B6
129,1964.0,455.0,B6
130,1726.0,460.0,B6
131,1521.0,465.0,B6
132,1385.0,470.0,B6
133,1271.0,475.0,B6
