,fluorescence,wavelength (nm),Well
0,3243472.0,280.0,A5
1,2579662.0,285.0,A5
2,2110037.0,290.0,A5
3,1721887.0,295.0,A5
4,1407640.0,300.0,A5
5,797248.0,305.0,A5
6,164672.0,310.0,A5
7,155314.0,315.0,A5
8,140665.0,320.0,A5
9,122216.0,325.0,A5
10,103081.0,330.0,A5
11,85165.0,335.0,A5
12,68887.0,340.0,A5
13,55252.0,345.0,A5
14,44218.0,350.0,A5
15,35426.0,355.0,A5
16,27884.0,360.0,A5
17,22193.0,365.0,A5
18,17445.0,370.0,A5
19,13229.0,375.0,A5
20,9857.0,380.0,A5
21,7130.0,385.0,A5
22,5187.0,390.0,A5
23,3961.0,395.0,A5
24,3213.0,400.0,A5
25,2410.0,405.0,A5
26,2161.0,410.0,A5
27,1974.0,415.0,A5
28,1847.0,420.0,A5
29,1861.0,425.0,A5
30,1942.0,430.0,A5
31,2138.0,435.0,A5
32,2422.0,440.0,A5
33,2667.0,445.0,A5
34,2919.0,450.0,A5
35,3181.0,455.0,A5
36,3441.0,460.0,A5
37,3768.0,465.0,A5
38,4141.0,470.0,A5
39,4492.0,475.0,A5
40,4797.0,480.0,A5
41,4997.0,485.0,A5
42,5164.0,490.0,A5
43,5291.0,495.0,A5
44,5314.0,500.0,A5
45,5319.0,505.0,A5
46,5233.0,510.0,A5
47,5088.0,515.0,A5
48,4994.0,520.0,A5
49,4799.0,525.0,A5
50,4602.0,530.0,A5
51,4355.0,535.0,A5
52,4192.0,540.0,A5
53,3949.0,545.0,A5
54,3744.0,550.0,A5
55,3528.0,555.0,A5
56,3344.0,560.0,A5
57,3071.0,565.0,A5
58,2834.0,570.0,A5
59,2621.0,575.0,A5
60,2423.0,580.0,A5
61,2226.0,585.0,A5
62,2035.0,590.0,A5
63,1904.0,595.0,A5
64,1736.0,600.0,A5
65,3283933.0,280.0,A6
66,2624456.0,285.0,A6
67,2119937.0,290.0,A6
68,1731181.0,295.0,A6
69,1415720.0,300.0,A6
70,750443.0,305.0,A6
71,142674.0,310.0,A6
