,fluorescence,wavelength (nm),Well
0,3258527.0,280.0,A5
1,2593573.0,285.0,A5
2,2097070.0,290.0,A5
3,1719621.0,295.0,A5
4,1399677.0,300.0,A5
5,1091738.0,305.0,A5
6,193785.0,310.0,A5
7,189900.0,315.0,A5
8,172309.0,320.0,A5
9,154281.0,325.0,A5
10,132608.0,330.0,A5
11,112698.0,335.0,A5
12,97756.0,340.0,A5
13,76000.0,345.0,A5
14,66786.0,350.0,A5
15,53075.0,355.0,A5
16,52034.0,360.0,A5
17,41882.0,365.0,A5
18,30416.0,370.0,A5
19,21695.0,375.0,A5
20,14249.0,380.0,A5
21,10666.0,385.0,A5
22,7115.0,390.0,A5
23,5263.0,395.0,A5
24,4302.0,400.0,A5
25,3039.0,405.0,A5
26,2617.0,410.0,A5
27,2233.0,415.0,A5
28,1906.0,420.0,A5
29,1741.0,425.0,A5
30,1680.0,430.0,A5
31,1667.0,435.0,A5
32,1721.0,440.0,A5
33,1851.0,445.0,A5
34,2011.0,450.0,A5
35,2094.0,455.0,A5
36,2360.0,460.0,A5
37,2543.0,465.0,A5
38,2916.0,470.0,A5
39,3136.0,475.0,A5
40,3239.0,480.0,A5
41,3421.0,485.0,A5
42,3464.0,490.0,A5
43,3579.0,495.0,A5
44,3584.0,500.0,A5
45,3652.0,505.0,A5
46,3556.0,510.0,A5
47,3540.0,515.0,A5
48,3536.0,520.0,A5
49,3384.0,525.0,A5
50,3169.0,530.0,A5
51,3022.0,535.0,A5
52,2974.0,540.0,A5
53,2770.0,545.0,A5
54,2631.0,550.0,A5
55,2468.0,555.0,A5
56,2392.0,560.0,A5
57,2193.0,565.0,A5
58,1992.0,570.0,A5
59,1849.0,575.0,A5
60,1684.0,580.0,A5
61,1541.0,585.0,A5
62,1397.0,590.0,A5
63,1293.0,595.0,A5
64,1208.0,600.0,A5
65,3334399.0,280.0,A6
66,2728930.0,285.0,A6
67,2178550.0,290.0,A6
68,1746542.0,295.0,A6
69,1452749.0,300.0,A6
70,1055626.0,305.0,A6
71,164528.0,310.0,A6
72,151693.0,315.0,A6
73,128577.0,320.0,A6
74,106871.0,325.0,A6
75,86502.0,330.0,A6
76,69049.0,335.0,A6
77,54297.0,340.0,A6
78,41272.0,345.0,A6
79,31459.0,350.0,A6
80,24694.0,355.0,A6
81,19819.0,360.0,A6
82,15379.0,365.0,A6
83,12008.0,370.0,A6
84,9488.0,375.0,A6
85,7039.0,380.0,A6
86,5173.0,385.0,A6
87,3763.0,390.0,A6
88,2817.0,395.0,A6
89,2329.0,400.0,A6
90,1675.0,405.0,A6
91,1496.0,410.0,A6
92,1273.0,415.0,A6
